売上日,地域,品番,売上数量合計,売上金額合計,JAN数,明細行数,date,平均気温,最高気温,最低気温,降水量,日照時間,降雪量,平均湿度,地点数,日付
2015-01-08,中国,NB-1,3.0,22320.0,1,2,2015-01-08,4.857142857142857,7.8428571428571425,2.142857142857143,0.8571428571428571,1.9857142857142855,0.0,69.0,7,2015-01-08
2015-01-08,中部,NB-1,4.0,29520.0,1,2,2015-01-08,2.42,6.533333333333333,-0.8133333333333332,1.8666666666666667,5.14,0.5454545454545454,64.06666666666666,15,2015-01-08
2015-01-08,九州沖縄,NB-1,2.0,14796.0,1,2,2015-01-08,6.6875,10.425,3.6125,0.0,5.8,0.0,57.0,8,2015-01-08
2015-01-08,東北,NB-1,1.0,7560.0,1,1,2015-01-08,0.95,3.0625,-1.375,2.0625,1.75,3.0,68.875,8,2015-01-08
2015-01-08,近畿,NB-1,3.0,20796.0,1,2,2015-01-08,4.375,7.2375,2.525,1.1875,2.75,0.0,69.375,8,2015-01-08
2015-01-08,関東,NB-1,1.0,7560.0,1,1,2015-01-08,4.888888888888889,10.322222222222225,0.4777777777777777,0.0,9.233333333333334,0.0,39.44444444444444,9,2015-01-08
2015-01-09,中部,NB-1,2.0,15360.0,1,1,2015-01-09,2.713333333333333,6.906666666666666,-1.24,1.9666666666666663,5.573333333333333,0.0909090909090909,62.53333333333333,15,2015-01-09
2015-01-09,近畿,NB-1,1.0,7560.0,1,1,2015-01-09,4.7625,7.5125,2.9125,2.0625,1.8125,0.0,74.125,8,2015-01-09
2015-01-09,関東,NB-1,3.0,20880.0,1,1,2015-01-09,4.800000000000001,10.233333333333333,0.7666666666666666,0.0,9.333333333333334,0.0,40.55555555555556,9,2015-01-09
2015-01-13,中部,NB-1,2.0,14400.0,1,1,2015-01-13,2.9133333333333336,8.04,-1.4,0.0,6.22,0.0909090909090909,63.4,15,2015-01-13
2015-01-13,東北,NB-1,1.0,7560.0,1,1,2015-01-13,2.9,5.8,0.625,0.0625,4.05,0.0,60.75,8,2015-01-13
2015-01-13,近畿,NB-1,5.0,36000.0,1,1,2015-01-13,5.3,8.6,1.6875,0.0,1.5375,0.0,63.75,8,2015-01-13
2015-01-13,関東,NB-1,7.0,51720.0,1,4,2015-01-13,4.844444444444445,10.7,-0.011111111111111,0.0,9.444444444444445,0.0,46.44444444444444,9,2015-01-13
2015-01-15,近畿,NB-1,1.0,7560.0,1,1,2015-01-15,6.65,8.65,5.025,27.625,0.125,0.0,84.0,8,2015-01-15
2015-01-15,関東,NB-1,1.0,6960.0,1,1,2015-01-15,5.2444444444444445,7.977777777777778,2.788888888888889,30.444444444444443,0.0,0.5555555555555556,76.66666666666667,9,2015-01-15
2015-01-16,九州沖縄,NB-1,1.0,7200.0,1,1,2015-01-16,10.0375,13.95,5.975,0.0625,4.4125,0.0,71.875,8,2015-01-16
2015-01-16,東北,NB-1,2.0,15120.0,1,1,2015-01-16,2.975,5.8625,0.8375,0.0,3.85,0.125,68.375,8,2015-01-16
2015-01-16,関東,NB-1,2.0,15120.0,1,1,2015-01-16,7.211111111111112,11.422222222222222,3.1666666666666665,0.5555555555555556,7.399999999999999,0.0,63.55555555555556,9,2015-01-16
2015-01-19,中部,NB-1,3.0,21960.0,1,1,2015-01-19,3.5133333333333336,7.72,-1.14,4.033333333333333,3.36,1.0,69.33333333333333,15,2015-01-19
2015-01-19,九州沖縄,NB-1,1.0,7560.0,1,1,2015-01-19,9.8375,12.8625,6.175,0.25,6.6125,0.0,54.375,8,2015-01-19
2015-01-19,近畿,NB-1,5.0,34632.0,1,2,2015-01-19,5.7,10.225,1.8,3.5,4.8,0.0,69.125,8,2015-01-19
2015-01-19,関東,NB-1,9.0,69600.0,1,3,2015-01-19,4.711111111111111,11.588888888888889,-1.1555555555555554,0.0,8.766666666666667,0.0,51.66666666666666,9,2015-01-19
2015-01-21,中国,NB-1,3.0,22680.0,1,1,2015-01-21,6.799999999999999,11.185714285714283,2.8857142857142857,4.0,1.6285714285714286,0.0,73.0,7,2015-01-21
2015-01-21,九州沖縄,NB-1,4.0,28800.0,1,1,2015-01-21,10.0875,13.3875,7.0625,11.625,0.2,0.0,80.875,8,2015-01-21
2015-01-21,近畿,NB-1,1.0,7560.0,1,1,2015-01-21,5.2375,9.5625,0.675,0.25,2.0125,0.0,68.5,8,2015-01-21
2015-01-21,関東,NB-1,5.0,41160.0,1,2,2015-01-21,2.4222222222222225,4.877777777777777,-0.1999999999999998,3.5,0.0111111111111111,0.0,67.55555555555556,9,2015-01-21
2015-01-22,中部,NB-1,1.0,7560.0,1,1,2015-01-22,4.6866666666666665,6.413333333333333,2.8800000000000003,20.266666666666666,0.0,2.727272727272727,91.2,15,2015-01-22
2015-01-22,北海道,NB-1,1.0,6360.0,1,1,2015-01-22,-1.375,1.6125,-5.6375,2.4375,0.8125,4.75,81.125,8,2015-01-22
2015-01-23,近畿,NB-1,2.0,16320.0,1,1,2015-01-23,6.1125,8.8375,3.825,3.625,1.625,0.0,70.625,8,2015-01-23
2015-01-23,関東,NB-1,2.0,13920.0,1,1,2015-01-23,6.388888888888889,11.822222222222225,2.1333333333333333,4.555555555555555,5.877777777777777,0.0,60.888888888888886,9,2015-01-23
2015-01-26,中部,NB-1,1.0,7200.0,1,1,2015-01-26,6.753333333333333,11.8,1.8666666666666667,13.066666666666666,2.8866666666666663,0.0,74.53333333333333,15,2015-01-26
2015-01-26,九州沖縄,NB-1,2.0,15120.0,1,1,2015-01-26,12.6375,15.35,10.225,17.5625,1.4,0.0,88.75,8,2015-01-26
2015-01-26,近畿,NB-1,1.0,7236.0,1,1,2015-01-26,7.75,10.8,4.3375,26.125,0.3375,0.0,83.625,8,2015-01-26
2015-01-26,関東,NB-1,3.0,21480.0,1,2,2015-01-26,8.588888888888889,13.077777777777778,4.877777777777777,1.6666666666666667,4.733333333333333,0.0,73.0,9,2015-01-26
2015-01-27,中国,NB-1,1.0,7560.0,1,1,2015-01-27,8.714285714285714,13.528571428571428,4.271428571428571,3.928571428571429,3.4285714285714284,0.0,78.0,7,2015-01-27
2015-01-27,中部,NB-1,3.0,21960.0,1,1,2015-01-27,6.506666666666666,10.513333333333332,2.5933333333333333,10.066666666666666,2.8466666666666667,0.2727272727272727,82.93333333333334,15,2015-01-27
2015-01-27,四国,NB-1,2.0,15120.0,1,1,2015-01-27,11.05,15.9,6.75,0.0,5.625,0.0,69.5,4,2015-01-27
2015-01-27,関東,NB-1,1.0,7560.0,1,1,2015-01-27,9.155555555555557,15.177777777777775,5.366666666666666,10.72222222222222,5.866666666666666,0.0,73.11111111111111,9,2015-01-27
2015-01-28,近畿,NB-1,5.0,31080.0,1,2,2015-01-28,3.0625,5.975,0.7625000000000001,0.375,4.475,0.0,64.875,8,2015-01-28
2015-01-29,北海道,NB-1,1.0,6360.0,1,1,2015-01-29,-5.0125,-1.275,-9.3875,0.25,6.2,0.875,63.0,8,2015-01-29
2015-01-29,関東,NB-1,1.0,6960.0,1,1,2015-01-29,2.8666666666666667,7.577777777777778,-1.9444444444444444,0.0,7.388888888888889,0.0,47.55555555555556,9,2015-01-29
2015-02-02,中国,NB-1,1.0,7200.0,1,1,2015-02-02,3.585714285714286,7.742857142857143,-0.2714285714285714,0.4285714285714285,2.0285714285714285,0.0,68.42857142857143,7,2015-02-02
2015-02-02,中部,NB-1,2.0,14400.0,1,1,2015-02-02,1.353333333333333,6.026666666666667,-2.453333333333333,0.2666666666666666,5.7733333333333325,0.1818181818181818,61.2,15,2015-02-02
2015-02-02,近畿,NB-1,2.0,14472.0,1,2,2015-02-02,3.8125,6.3125,1.1625,0.0,1.0625,0.0,67.0,8,2015-02-02
2015-02-02,関東,NB-1,5.0,37800.0,1,2,2015-02-02,3.322222222222222,8.444444444444445,-0.7444444444444445,0.0,9.644444444444444,0.0,41.77777777777778,9,2015-02-02
2015-02-03,中部,NB-1,1.0,7200.0,1,1,2015-02-03,2.4,7.52,-1.26,0.0,5.453333333333333,0.0,61.13333333333333,15,2015-02-03
2015-02-03,九州沖縄,NB-1,1.0,7200.0,1,1,2015-02-03,7.6625,13.0375,2.7375000000000003,0.125,8.375,0.0,65.625,8,2015-02-03
2015-02-03,関東,NB-1,4.0,29640.0,1,1,2015-02-03,3.655555555555555,9.055555555555555,-0.7222222222222222,0.0,9.855555555555556,0.0,47.55555555555556,9,2015-02-03
2015-02-04,中国,NB-1,1.0,7560.0,1,1,2015-02-04,4.685714285714285,9.042857142857144,0.5142857142857143,0.7857142857142857,4.3,0.0,68.14285714285714,7,2015-02-04
2015-02-04,近畿,NB-1,2.0,12720.0,1,1,2015-02-04,5.425,9.45,2.4,0.0625,6.4625,0.0,64.5,8,2015-02-04
2015-02-04,関東,NB-1,1.0,6960.0,1,1,2015-02-04,3.955555555555556,8.922222222222222,-1.0222222222222224,0.0,8.033333333333333,0.0,55.22222222222222,9,2015-02-04
2015-02-05,中部,NB-1,1.0,7236.0,1,1,2015-02-05,2.853333333333333,7.1866666666666665,-0.4866666666666666,2.7666666666666666,3.806666666666666,0.4545454545454545,74.33333333333333,15,2015-02-05
2015-02-05,北海道,NB-1,2.0,12720.0,1,1,2015-02-05,-5.8875,-2.0125,-9.825,0.0,6.9875,0.375,67.125,8,2015-02-05
2015-02-06,中部,NB-1,3.0,21600.0,1,1,2015-02-06,3.28,8.046666666666667,-0.3733333333333332,2.1333333333333333,6.066666666666666,0.9090909090909092,67.4,15,2015-02-06
2015-02-06,九州沖縄,NB-1,1.0,7560.0,1,1,2015-02-06,6.775,11.7,3.1,0.25,6.387499999999999,0.0,65.25,8,2015-02-06
2015-02-06,四国,NB-1,1.0,7560.0,1,1,2015-02-06,5.75,10.125,2.2,0.0,8.525,0.0,51.5,4,2015-02-06
2015-02-06,関東,NB-1,4.0,31680.0,1,2,2015-02-06,4.377777777777777,10.61111111111111,-0.4888888888888889,0.0555555555555555,8.644444444444444,0.0,64.0,9,2015-02-06
2015-02-09,近畿,NB-1,2.0,15120.0,1,2,2015-02-09,0.925,3.9625,-1.3250000000000002,2.125,4.925,3.7142857142857135,59.0,8,2015-02-09
2015-02-09,関東,NB-1,2.0,14472.0,1,2,2015-02-09,2.033333333333333,5.7,-0.8666666666666667,0.0,5.677777777777778,0.0,47.11111111111112,9,2015-02-09
2015-02-11,九州沖縄,NB-1,1.0,7560.0,1,1,2015-02-11,8.925,13.6875,4.9875,0.0,2.7875,0.0,62.25,8,2015-02-11
2015-02-11,関東,NB-1,4.0,28716.0,1,2,2015-02-11,4.511111111111111,10.7,-1.422222222222222,0.0,9.555555555555555,0.0,57.77777777777778,9,2015-02-11
2015-02-12,中部,NB-1,1.0,7200.0,1,1,2015-02-12,4.713333333333334,10.18,-0.0333333333333333,5.3,5.6,0.0,67.6,15,2015-02-12
2015-02-12,九州沖縄,NB-1,1.0,7560.0,1,1,2015-02-12,8.8,13.525,5.225,0.8125,5.9,0.0,64.625,8,2015-02-12
2015-02-12,東北,NB-1,1.0,7560.0,1,1,2015-02-12,2.5625,6.5125,-0.6125,1.4375,4.35,0.5,81.875,8,2015-02-12
2015-02-12,近畿,NB-1,1.0,6360.0,1,1,2015-02-12,6.2,11.7875,2.0125,0.8125,4.6625,0.0,69.625,8,2015-02-12
2015-02-12,関東,NB-1,3.0,22080.0,1,3,2015-02-12,5.977777777777778,12.411111111111111,0.1999999999999999,0.0,9.22222222222222,0.0,61.11111111111112,9,2015-02-12
2015-02-13,中国,NB-1,1.0,7800.0,1,1,2015-02-13,2.542857142857143,5.928571428571429,-0.4857142857142857,3.357142857142857,4.342857142857143,2.8,62.142857142857146,7,2015-02-13
2015-02-13,関東,NB-1,1.0,7560.0,1,1,2015-02-13,3.888888888888889,9.933333333333334,-0.2333333333333332,0.0,6.866666666666666,0.0,46.44444444444444,9,2015-02-13
2015-02-16,北海道,NB-1,1.0,6360.0,1,1,2015-02-16,0.775,2.2125,-1.125,0.875,1.175,0.875,78.375,8,2015-02-16
2015-02-16,東北,NB-1,4.0,30240.0,1,1,2015-02-16,3.1625,6.475,0.75,0.0,6.5875,0.0,57.75,8,2015-02-16
2015-02-16,近畿,NB-1,2.0,12960.0,1,1,2015-02-16,5.7875,11.025,0.8999999999999999,0.0,8.5375,0.0,58.375,8,2015-02-16
2015-02-16,関東,NB-1,2.0,15120.0,1,1,2015-02-16,5.4,12.011111111111113,-0.3,0.0,9.922222222222222,0.0,38.44444444444444,9,2015-02-16
2015-02-17,中部,NB-1,1.0,7560.0,1,1,2015-02-17,3.8866666666666654,6.033333333333333,1.4066666666666667,2.1333333333333333,0.3333333333333333,0.7272727272727273,78.46666666666667,15,2015-02-17
2015-02-17,関東,NB-1,5.0,36840.0,1,2,2015-02-17,3.844444444444445,6.544444444444444,1.177777777777778,0.9444444444444444,0.3222222222222222,0.0,70.11111111111111,9,2015-02-17
2015-02-18,中国,NB-1,1.0,7560.0,1,1,2015-02-18,5.942857142857143,9.542857142857144,3.414285714285714,4.857142857142857,4.185714285714286,0.0,74.28571428571429,7,2015-02-18
2015-02-18,中部,NB-1,1.0,7200.0,1,1,2015-02-18,4.34,7.98,1.4266666666666667,5.166666666666667,3.3400000000000003,2.4545454545454546,80.73333333333333,15,2015-02-18
2015-02-18,関東,NB-1,2.0,15360.0,1,2,2015-02-18,3.588888888888889,4.944444444444445,2.2444444444444445,11.5,0.0,0.0,90.22222222222224,9,2015-02-18
2015-02-19,近畿,NB-1,1.0,7560.0,1,1,2015-02-19,5.1875,8.8125,3.15,2.1875,5.225,0.0,72.875,8,2015-02-19
2015-02-19,関東,NB-1,1.0,7560.0,1,1,2015-02-19,5.788888888888889,11.855555555555556,1.088888888888889,0.0,8.477777777777778,0.0,69.33333333333333,9,2015-02-19
2015-02-20,北海道,NB-1,1.0,7236.0,1,1,2015-02-20,-0.9625,1.925,-4.1,0.0625,6.4625,0.25,69.875,8,2015-02-20
2015-02-20,近畿,NB-1,1.0,7560.0,1,1,2015-02-20,5.0625,9.1,1.8125,0.3125,4.7375,0.0,62.125,8,2015-02-20
2015-02-20,関東,NB-1,1.0,7560.0,1,1,2015-02-20,5.188888888888889,10.18888888888889,1.4888888888888887,0.0,7.5,0.0,66.77777777777777,9,2015-02-20
2015-02-23,中国,NB-1,2.0,14400.0,1,1,2015-02-23,9.257142857142856,13.014285714285714,4.857142857142857,0.0,3.7,0.0,77.85714285714286,7,2015-02-23
2015-02-23,中部,NB-1,3.0,21960.0,1,1,2015-02-23,10.28,14.746666666666666,5.6466666666666665,5.366666666666666,1.9666666666666663,0.0,76.4,15,2015-02-23
2015-02-23,近畿,NB-1,2.0,13920.0,1,1,2015-02-23,11.2625,14.55,7.275,0.125,2.1,0.0,78.25,8,2015-02-23
2015-02-23,関東,NB-1,4.0,29640.0,1,2,2015-02-23,11.088888888888889,17.98888888888889,6.288888888888888,5.388888888888889,4.388888888888889,0.0,80.77777777777777,9,2015-02-23
2015-02-24,中国,NB-1,2.0,15120.0,1,1,2015-02-24,7.357142857142857,13.4,2.571428571428572,0.0,5.6000000000000005,0.0,72.71428571428571,7,2015-02-24
2015-02-24,関東,NB-1,2.0,15120.0,1,1,2015-02-24,8.8,12.88888888888889,5.722222222222222,0.0,2.022222222222222,0.0,73.0,9,2015-02-24
2015-02-25,中国,NB-1,1.0,7560.0,1,1,2015-02-25,7.871428571428572,12.8,3.871428571428571,0.0,4.628571428571428,0.0,65.71428571428571,7,2015-02-25
2015-02-25,中部,NB-1,1.0,7200.0,1,1,2015-02-25,6.506666666666666,11.646666666666668,2.28,0.2,4.833333333333333,0.0,67.53333333333333,15,2015-02-25
2015-02-25,関東,NB-1,5.0,38400.0,1,2,2015-02-25,8.322222222222223,11.8,6.144444444444444,0.0,2.988888888888889,0.0,62.66666666666666,9,2015-02-25
2015-02-26,関東,NB-1,2.0,13920.0,1,1,2015-02-26,6.344444444444445,7.98888888888889,4.800000000000001,13.22222222222222,0.0,0.0,85.11111111111111,9,2015-02-26
2015-02-27,関東,NB-1,1.0,6960.0,1,1,2015-02-27,7.144444444444444,13.233333333333333,2.977777777777778,0.0,7.655555555555556,0.0,55.888888888888886,9,2015-02-27
2015-03-02,中部,NB-1,3.0,22320.0,1,2,2015-03-02,5.553333333333333,10.166666666666666,1.7333333333333334,0.5333333333333333,7.733333333333333,0.0,60.8,15,2015-03-02
2015-03-02,近畿,NB-1,1.0,7560.0,1,1,2015-03-02,6.5375,10.9375,2.725,0.1875,5.0,0.0,65.625,8,2015-03-02
2015-03-02,関東,NB-1,5.0,36876.0,1,4,2015-03-02,8.155555555555557,12.788888888888888,3.888888888888889,0.0,10.3,0.0,44.66666666666666,9,2015-03-02
2015-03-03,中国,NB-1,1.0,7200.0,1,1,2015-03-03,4.642857142857143,7.885714285714286,1.1857142857142855,17.285714285714285,0.0,0.0,85.42857142857143,7,2015-03-03
2015-03-03,中部,NB-1,1.0,7200.0,1,1,2015-03-03,4.993333333333334,9.573333333333332,-0.2466666666666667,8.033333333333333,1.586666666666667,0.0909090909090909,68.4,15,2015-03-03
2015-03-03,四国,NB-1,3.0,22680.0,1,2,2015-03-03,6.525,10.2,2.775,33.625,0.05,0.0,83.0,4,2015-03-03
2015-03-03,近畿,NB-1,2.0,12720.0,1,1,2015-03-03,6.1625000000000005,10.4625,1.35,12.875,0.3375,0.0,76.875,8,2015-03-03
2015-03-03,関東,NB-1,2.0,14400.0,1,1,2015-03-03,4.688888888888889,7.277777777777778,1.788888888888889,0.7777777777777778,0.3444444444444444,0.0,66.55555555555556,9,2015-03-03
2015-03-04,中部,NB-1,2.0,14400.0,1,1,2015-03-04,7.673333333333334,13.373333333333331,3.633333333333333,9.6,5.046666666666667,0.6363636363636364,67.66666666666667,15,2015-03-04
2015-03-04,近畿,NB-1,1.0,7560.0,1,1,2015-03-04,8.675,13.4875,4.7375,4.9375,5.9,0.0,68.75,8,2015-03-04
2015-03-04,関東,NB-1,6.0,48120.0,1,3,2015-03-04,9.266666666666667,16.866666666666667,3.0444444444444443,11.0,7.044444444444444,0.1111111111111111,72.55555555555556,9,2015-03-04
2015-03-05,関東,NB-1,3.0,22356.0,1,1,2015-03-05,8.0,12.766666666666667,4.4,0.0,9.155555555555557,0.0,41.333333333333336,9,2015-03-05
2015-03-06,中部,NB-1,3.0,21600.0,1,1,2015-03-06,5.213333333333334,9.873333333333331,1.3266666666666669,0.2666666666666666,3.24,0.0,62.06666666666667,15,2015-03-06
2015-03-06,北海道,NB-1,2.0,12720.0,1,1,2015-03-06,-0.8125,2.65,-4.875,0.375,6.875,1.25,78.0,8,2015-03-06
2015-03-06,近畿,NB-1,1.0,6960.0,1,1,2015-03-06,6.6375,10.8375,2.575,0.0,5.987500000000001,0.0,57.125,8,2015-03-06
2015-03-06,関東,NB-1,4.0,29040.0,1,3,2015-03-06,6.911111111111111,11.033333333333331,4.233333333333333,0.5,4.377777777777777,0.0,55.11111111111112,9,2015-03-06
2015-03-09,中部,NB-1,3.0,21996.0,1,3,2015-03-09,8.306666666666667,11.713333333333331,5.413333333333333,19.53333333333333,0.14,0.0,81.73333333333333,15,2015-03-09
2015-03-09,九州沖縄,NB-1,1.0,7560.0,1,1,2015-03-09,11.325,14.3875,8.675,25.3125,2.9625,0.0,73.875,8,2015-03-09
2015-03-09,近畿,NB-1,2.0,15720.0,1,1,2015-03-09,8.175,11.35,5.425,20.6875,0.0,0.0,84.57142857142857,8,2015-03-09
2015-03-09,関東,NB-1,2.0,14472.0,1,1,2015-03-09,8.911111111111111,10.944444444444445,7.622222222222222,21.0,0.0,0.0,89.33333333333333,9,2015-03-09
2015-03-10,中部,NB-1,1.0,7560.0,1,1,2015-03-10,3.333333333333333,7.986666666666666,-1.353333333333333,7.3,3.9733333333333336,3.090909090909091,66.66666666666667,15,2015-03-10
2015-03-10,九州沖縄,NB-1,1.0,7200.0,1,1,2015-03-10,5.325,9.0375,2.7,0.0,6.65,0.0,47.25,8,2015-03-10
2015-03-10,近畿,NB-1,1.0,7560.0,1,1,2015-03-10,3.525,7.375,-0.35,4.375,5.175,5.142857142857143,60.57142857142857,8,2015-03-10
2015-03-10,関東,NB-1,3.0,24000.0,1,2,2015-03-10,7.233333333333332,13.166666666666666,1.2888888888888888,4.333333333333333,4.699999999999999,0.0,54.333333333333336,9,2015-03-10
2015-03-11,北海道,NB-1,1.0,6360.0,1,1,2015-03-11,-0.1,1.9875,-1.75,5.5625,1.25,6.75,78.25,8,2015-03-11
2015-03-11,四国,NB-1,2.0,15120.0,1,1,2015-03-11,5.35,9.825,-0.075,0.0,8.675,0.0,43.25,4,2015-03-11
2015-03-11,関東,NB-1,2.0,15120.0,1,1,2015-03-11,5.211111111111111,10.988888888888887,-0.1999999999999999,0.0,9.833333333333334,0.0,37.55555555555556,9,2015-03-11
2015-03-12,中部,NB-1,2.0,14400.0,1,1,2015-03-12,3.86,8.48,-0.0866666666666666,4.6,5.86,2.0,57.13333333333333,15,2015-03-12
2015-03-13,中部,NB-1,2.0,14400.0,1,1,2015-03-13,4.933333333333334,10.46,-0.7200000000000001,5.666666666666667,6.3,0.2727272727272727,57.8,15,2015-03-13
2015-03-13,九州沖縄,NB-1,1.0,7560.0,1,1,2015-03-13,9.7125,16.4375,2.4625,0.0,8.7375,0.0,59.5,8,2015-03-13
2015-03-13,北海道,NB-1,1.0,6360.0,1,1,2015-03-13,0.625,3.8125,-1.8375,3.6875,4.5625,3.75,78.375,8,2015-03-13
2015-03-13,近畿,NB-1,1.0,7560.0,1,1,2015-03-13,7.0375,13.15,0.2749999999999999,0.0625,9.175,0.0,52.0,8,2015-03-13
2015-03-16,中国,NB-1,4.0,29160.0,1,2,2015-03-16,10.4,17.37142857142857,5.7,0.0,5.871428571428572,0.0,80.14285714285714,7,2015-03-16
2015-03-16,中部,NB-1,3.0,21600.0,1,1,2015-03-16,10.133333333333333,15.613333333333332,5.586666666666667,3.2333333333333334,3.746666666666667,0.0,74.93333333333334,15,2015-03-16
2015-03-16,九州沖縄,NB-1,4.0,29520.0,1,2,2015-03-16,14.05,17.7625,11.5,1.625,2.3,0.0,85.125,8,2015-03-16
2015-03-16,四国,NB-1,1.0,7560.0,1,1,2015-03-16,11.375,15.65,8.825,0.25,0.8500000000000001,0.0,88.75,4,2015-03-16
2015-03-16,東北,NB-1,2.0,15120.0,1,1,2015-03-16,6.875,14.0125,0.1999999999999999,0.0,8.4125,0.0,67.25,8,2015-03-16
2015-03-16,近畿,NB-1,1.0,7236.0,1,1,2015-03-16,11.8375,17.4,8.25,0.0,3.3875,0.0,76.625,8,2015-03-16
2015-03-16,関東,NB-1,7.0,49548.0,1,4,2015-03-16,10.022222222222222,15.377777777777778,4.522222222222222,4.333333333333333,2.4000000000000004,0.0,73.33333333333333,9,2015-03-16
2015-03-17,中国,NB-1,2.0,14760.0,1,2,2015-03-17,12.571428571428571,20.61428571428572,5.785714285714286,0.0,9.2,0.0,73.14285714285714,7,2015-03-17
2015-03-17,中部,NB-1,2.0,14760.0,1,1,2015-03-17,12.506666666666666,21.046666666666667,5.573333333333333,0.0,9.866666666666667,0.0,66.06666666666666,15,2015-03-17
2015-03-17,近畿,NB-1,3.0,23280.0,1,2,2015-03-17,12.975,20.375,7.0625,0.0,8.7375,0.0,78.0,8,2015-03-17
2015-03-17,関東,NB-1,1.0,8400.0,1,1,2015-03-17,13.72222222222222,20.855555555555554,7.677777777777777,0.4444444444444444,10.088888888888889,0.0,71.66666666666667,9,2015-03-17
2015-03-18,中国,NB-1,1.0,7560.0,1,1,2015-03-18,13.44285714285714,16.67142857142857,10.228571428571428,21.857142857142858,0.4857142857142857,0.0,87.85714285714286,7,2015-03-18
2015-03-18,関東,NB-1,1.0,6960.0,1,1,2015-03-18,14.011111111111113,19.866666666666667,9.177777777777775,0.0555555555555555,5.488888888888889,0.0,66.66666666666667,9,2015-03-18
2015-03-19,中国,NB-1,2.0,15120.0,1,1,2015-03-19,13.885714285714286,17.7,10.928571428571429,13.071428571428571,0.7714285714285715,0.0,88.85714285714286,7,2015-03-19
2015-03-19,中部,NB-1,5.0,36960.0,1,2,2015-03-19,12.58,15.18,10.16,26.9,0.1333333333333333,0.0,92.13333333333334,15,2015-03-19
2015-03-19,関東,NB-1,2.0,14520.0,1,1,2015-03-19,11.666666666666666,15.22222222222222,9.455555555555556,9.72222222222222,0.3222222222222222,0.0,90.0,9,2015-03-19
2015-03-20,東北,NB-1,1.0,7800.0,1,1,2015-03-20,7.4125,12.725,2.975,0.0,4.8875,0.0,77.375,8,2015-03-20
2015-03-20,近畿,NB-1,1.0,6960.0,1,1,2015-03-20,12.7,17.425,8.75,0.0,5.9125,0.0,70.625,8,2015-03-20
2015-03-23,中部,NB-1,2.0,15120.0,1,1,2015-03-23,6.166666666666667,10.633333333333333,2.2066666666666666,0.7666666666666667,6.62,0.1818181818181818,49.333333333333336,15,2015-03-23
2015-03-23,九州沖縄,NB-1,2.0,15120.0,1,1,2015-03-23,12.9375,17.3375,8.8375,0.1875,10.0125,0.0,40.125,8,2015-03-23
2015-03-23,四国,NB-1,2.0,15120.0,1,1,2015-03-23,10.775,14.875,6.75,0.0,9.225,0.0,41.0,4,2015-03-23
2015-03-23,東北,NB-1,2.0,15120.0,1,1,2015-03-23,2.7375,7.0,-0.775,2.3125,3.4625000000000004,3.625,63.0,8,2015-03-23
2015-03-23,近畿,NB-1,4.0,30240.0,1,2,2015-03-23,7.7375,11.2625,4.3125,0.6875,5.5,0.0,53.75,8,2015-03-23
2015-03-23,関東,NB-1,2.0,14196.0,1,1,2015-03-23,8.766666666666667,14.755555555555556,3.033333333333333,0.6111111111111112,8.022222222222222,0.0,49.22222222222222,9,2015-03-23
2015-03-24,中部,NB-1,6.0,43560.0,1,2,2015-03-24,4.42,9.346666666666666,0.8066666666666666,1.8666666666666667,6.426666666666667,0.1818181818181818,55.86666666666667,15,2015-03-24
2015-03-24,近畿,NB-1,3.0,23880.0,1,2,2015-03-24,5.5875,10.0875,2.425,0.5625,6.225,0.0,60.125,8,2015-03-24
2015-03-24,関東,NB-1,4.0,28080.0,1,1,2015-03-24,6.877777777777777,13.577777777777778,1.7555555555555555,0.0,10.355555555555556,0.0,39.22222222222222,9,2015-03-24
2015-03-25,中部,NB-1,1.0,7560.0,1,1,2015-03-25,4.993333333333334,10.586666666666668,0.3933333333333333,0.2333333333333333,8.860000000000001,0.0,53.8,15,2015-03-25
2015-03-25,近畿,NB-1,1.0,7560.0,1,1,2015-03-25,5.975,11.3,2.2375,0.5625,7.725,0.0,60.5,8,2015-03-25
2015-03-25,関東,NB-1,1.0,7200.0,1,1,2015-03-25,7.211111111111112,12.88888888888889,2.1777777777777776,0.0,11.033333333333331,0.0,38.66666666666666,9,2015-03-25
2015-03-26,中国,NB-1,1.0,7200.0,1,1,2015-03-26,7.571428571428571,15.37142857142857,0.0142857142857143,0.0,11.685714285714283,0.0,55.142857142857146,7,2015-03-26
2015-03-26,近畿,NB-1,1.0,7560.0,1,1,2015-03-26,7.4,13.65,1.3,0.0,11.65,0.0,55.75,8,2015-03-26
2015-03-26,関東,NB-1,4.0,29040.0,1,2,2015-03-26,8.077777777777778,14.2,2.066666666666667,0.0,11.666666666666666,0.0,39.333333333333336,9,2015-03-26
2015-03-27,中部,NB-1,1.0,7200.0,1,1,2015-03-27,9.06,18.326666666666664,0.36,0.0,11.64,0.0,45.53333333333333,15,2015-03-27
2015-03-27,四国,NB-1,2.0,15120.0,1,1,2015-03-27,10.725,17.15,3.475,0.0,10.475,0.0,49.25,4,2015-03-27
2015-03-27,東北,NB-1,1.0,7560.0,1,1,2015-03-27,9.2125,15.825,2.375,0.0,9.525,0.0,48.375,8,2015-03-27
2015-03-27,近畿,NB-1,5.0,35400.0,1,1,2015-03-27,9.85,17.7125,2.5625,0.0,11.1125,0.0,51.625,8,2015-03-27
