date,region,station,temp_avg_c,temp_max_c,temp_min_c,precip_mm,sunshine_h,snowfall_cm,humidity_pct
2015-01-01,中国,山口,-0.1,4.8,-3.0,1.0,2.5,2.0,70.0
2015-01-01,中国,岡山,1.5,3.8,-0.5,0.0,6.4,0.0,60.0
2015-01-01,中国,広島,1.1,4.1,-0.9,1.0,5.6,2.0,66.0
2015-01-01,中国,松江,0.4,4.0,-1.5,18.0,0.3,18.0,81.0
2015-01-01,中国,浜田,2.0,5.6,-1.2,0.0,0.1,,57.0
2015-01-01,中国,福山,0.9,3.0,-2.3,0.0,5.8,,70.0
2015-01-01,中国,鳥取,0.7,3.1,-1.4,34.0,0.0,28.0,77.0
2015-01-01,中部,名古屋,1.6,5.1,-0.5,1.0,2.2,0.0,74.0
2015-01-01,中部,四日市,2.2,6.0,-0.9,4.0,6.4,,69.0
2015-01-01,中部,富山,-0.6,1.2,-1.5,27.5,0.0,33.0,88.0
2015-01-01,中部,尾鷲,3.8,8.0,1.1,0.0,5.6,,50.0
2015-01-01,中部,敦賀,1.1,4.6,-1.1,48.5,0.0,27.0,86.0
2015-01-01,中部,新潟,0.8,2.1,-0.6,1.5,0.0,2.0,67.0
2015-01-01,中部,松本,-3.0,0.6,-5.7,0.5,0.0,1.0,69.0
2015-01-01,中部,浜松,3.1,7.1,-0.1,0.0,7.3,,60.0
2015-01-01,中部,甲府,1.3,5.4,-3.0,0.0,3.0,0.0,47.0
2015-01-01,中部,福井,0.0,2.1,-1.2,37.5,0.0,32.0,91.0
2015-01-01,中部,軽井沢,-6.6,-2.6,-9.9,0.0,1.0,0.0,85.0
2015-01-01,中部,金沢,0.2,1.5,-1.1,19.0,0.0,21.0,82.0
2015-01-01,中部,長野,-3.1,0.1,-5.4,1.5,0.0,4.0,89.0
2015-01-01,中部,静岡,5.1,9.3,0.5,0.0,9.5,,41.0
2015-01-01,中部,飯田,-2.1,2.5,-6.1,1.5,0.3,2.0,74.0
2015-01-01,九州沖縄,佐世保,2.9,6.0,0.6,1.5,2.3,,57.0
2015-01-01,九州沖縄,佐賀,1.8,5.5,-1.5,0.5,3.8,1.0,61.0
2015-01-01,九州沖縄,大分,1.9,6.2,-0.7,0.0,0.7,0.0,58.0
2015-01-01,九州沖縄,宮崎,4.3,7.2,0.3,0.0,8.1,,47.0
2015-01-01,九州沖縄,熊本,2.2,5.9,-1.3,0.0,6.6,0.0,56.0
2015-01-01,九州沖縄,福岡,2.8,5.9,-0.5,1.5,0.8,1.0,50.0
2015-01-01,九州沖縄,那覇,14.2,16.3,13.2,0.0,1.4,,54.0
2015-01-01,九州沖縄,鹿児島,3.9,8.2,1.6,3.0,0.4,0.0,74.0
2015-01-01,北海道,函館,-3.5,1.2,-8.2,1.5,5.6,3.0,79.0
2015-01-01,北海道,小樽,-3.3,-1.5,-6.7,5.5,4.1,13.0,78.0
2015-01-01,北海道,帯広,-7.9,-2.8,-14.3,0.0,5.2,0.0,75.0
2015-01-01,北海道,札幌,-4.0,-1.3,-6.4,0.0,4.8,0.0,64.0
2015-01-01,北海道,根室,-3.4,-2.3,-5.3,0.5,0.3,1.0,74.0
2015-01-01,北海道,稚内,-5.3,-4.1,-7.5,5.0,5.9,12.0,64.0
2015-01-01,北海道,網走,-5.2,-3.5,-7.1,0.0,1.2,1.0,69.0
2015-01-01,北海道,釧路,-5.0,-2.6,-8.7,0.0,4.6,0.0,71.0
2015-01-01,四国,徳島,3.0,5.9,1.2,0.0,7.2,0.0,51.0
2015-01-01,四国,松山,2.5,5.5,0.4,0.0,2.4,0.0,50.0
2015-01-01,四国,高松,2.7,5.3,1.4,0.0,5.0,0.0,52.0
2015-01-01,四国,高知,2.7,5.8,-1.3,0.0,8.2,0.0,49.0
2015-01-01,東北,仙台,0.3,3.2,-2.1,0.0,6.4,0.0,64.0
2015-01-01,東北,山形,-2.2,-0.1,-4.6,1.5,2.1,1.0,86.0
2015-01-01,東北,新庄,-2.2,-0.6,-5.4,6.5,0.7,14.0,89.0
2015-01-01,東北,白河,-0.9,1.9,-4.1,0.0,9.3,1.0,55.0
2015-01-01,東北,盛岡,-1.7,0.9,-4.4,0.0,5.3,0.0,70.0
2015-01-01,東北,福島,0.4,3.7,-1.7,0.0,4.4,2.0,65.0
2015-01-01,東北,秋田,-0.3,0.9,-2.1,2.0,0.1,3.0,67.0
2015-01-01,東北,青森,-1.3,1.0,-2.7,15.0,0.5,19.0,88.0
2015-01-01,近畿,京都,1.6,4.7,-0.5,12.5,4.0,16.0,75.0
2015-01-01,近畿,和歌山,3.6,6.2,1.2,0.0,2.4,0.0,54.0
2015-01-01,近畿,大阪,3.1,5.5,0.3,0.0,5.7,0.0,59.0
2015-01-01,近畿,奈良,1.7,5.1,-1.1,2.0,4.0,3.0,67.0
2015-01-01,近畿,姫路,1.2,4.7,-1.1,0.0,5.8,,71.0
2015-01-01,近畿,彦根,1.4,4.1,-0.9,19.5,0.2,19.0,79.0
2015-01-01,近畿,神戸,2.4,5.4,0.1,0.5,6.5,1.0,62.0
2015-01-01,近畿,舞鶴,0.6,3.0,-1.1,29.0,3.4,33.0,91.0
2015-01-01,関東,前橋,1.4,4.5,-1.8,0.0,3.7,0.0,53.0
2015-01-01,関東,千葉,4.4,9.9,1.9,0.0,0.1,0.0,38.0
2015-01-01,関東,宇都宮,2.3,6.1,-2.2,0.0,4.8,0.0,39.0
2015-01-01,関東,東京,3.7,8.2,0.7,0.0,1.3,0.0,41.0
2015-01-01,関東,横浜,3.8,9.0,0.6,0.0,0.2,0.0,47.0
2015-01-01,関東,水戸,2.8,5.4,-0.8,0.0,6.3,0.0,44.0
2015-01-01,関東,熊谷,2.8,6.3,-1.6,0.0,5.0,0.0,40.0
2015-01-01,関東,秩父,1.0,4.6,-3.6,0.0,2.4,0.0,53.0
2015-01-01,関東,銚子,4.4,10.2,1.0,0.0,1.8,0.0,53.0
2015-01-02,中国,山口,1.6,5.3,-3.1,0.0,6.3,0.0,66.0
2015-01-02,中国,岡山,1.6,6.1,-0.7,0.0,5.7,0.0,60.0
2015-01-02,中国,広島,1.1,5.8,-0.8,2.0,5.4,3.0,78.0
2015-01-02,中国,松江,1.3,3.2,-0.1,5.0,1.4,2.0,79.0
2015-01-02,中国,浜田,3.4,4.5,1.5,0.5,0.2,,59.0
2015-01-02,中国,福山,0.4,6.2,-3.3,0.0,4.8,,77.0
2015-01-02,中国,鳥取,0.8,3.8,-1.5,18.5,3.4,11.0,80.0
2015-01-02,中部,名古屋,1.6,5.6,-0.9,1.0,1.8,3.0,74.0
2015-01-02,中部,四日市,1.2,5.8,-2.4,0.5,4.1,,73.0
2015-01-02,中部,富山,0.3,2.9,-2.4,19.0,0.9,21.0,80.0
2015-01-02,中部,尾鷲,3.4,8.2,-0.9,0.5,6.7,,51.0
2015-01-02,中部,敦賀,1.3,3.2,0.2,42.0,0.0,20.0,85.0
2015-01-02,中部,新潟,1.3,3.4,-0.3,1.5,2.0,2.0,73.0
2015-01-02,中部,松本,-3.8,0.6,-9.4,0.0,6.2,2.0,66.0
2015-01-02,中部,浜松,2.3,5.8,-0.2,0.0,6.4,,66.0
2015-01-02,中部,甲府,-0.2,5.8,-6.1,0.0,6.6,0.0,45.0
2015-01-02,中部,福井,0.3,1.1,-0.4,45.5,0.0,28.0,94.0
2015-01-02,中部,軽井沢,-6.7,-0.5,-13.7,0.0,6.8,1.0,74.0
2015-01-02,中部,金沢,0.8,2.1,-0.6,22.0,0.0,14.0,86.0
2015-01-02,中部,長野,-3.0,1.2,-7.1,2.0,5.8,2.0,78.0
2015-01-02,中部,静岡,3.0,9.3,-2.6,0.0,7.4,,44.0
2015-01-02,中部,飯田,-3.5,1.9,-8.1,1.0,4.8,4.0,77.0
2015-01-02,九州沖縄,佐世保,4.7,6.7,3.0,1.5,1.3,,63.0
2015-01-02,九州沖縄,佐賀,3.1,6.1,-1.0,0.5,2.1,0.0,71.0
2015-01-02,九州沖縄,大分,3.4,6.8,-0.9,0.0,1.8,0.0,58.0
2015-01-02,九州沖縄,宮崎,4.7,9.8,-0.8,0.0,8.4,,54.0
2015-01-02,九州沖縄,熊本,2.2,5.6,-1.8,0.5,1.7,0.0,70.0
2015-01-02,九州沖縄,福岡,4.4,6.5,0.9,3.0,1.3,0.0,56.0
2015-01-02,九州沖縄,那覇,14.4,16.4,13.2,0.0,0.2,,51.0
2015-01-02,九州沖縄,鹿児島,4.3,6.9,1.6,4.0,1.2,0.0,79.0
2015-01-02,北海道,函館,-4.9,-2.3,-7.5,0.5,3.7,5.0,79.0
2015-01-02,北海道,小樽,-4.9,-3.1,-7.7,10.0,4.7,6.0,72.0
2015-01-02,北海道,帯広,-12.7,-5.3,-18.3,0.0,7.0,0.0,72.0
2015-01-02,北海道,札幌,-5.5,-1.6,-9.2,7.5,6.3,13.0,65.0
2015-01-02,北海道,根室,-4.6,-2.7,-7.1,0.0,8.2,0.0,62.0
2015-01-02,北海道,稚内,-6.6,-4.9,-7.6,7.0,0.9,7.0,71.0
2015-01-02,北海道,網走,-8.0,-3.9,-11.8,0.0,7.2,0.0,62.0
2015-01-02,北海道,釧路,-7.1,-0.9,-13.6,0.0,8.8,0.0,66.0
2015-01-02,四国,徳島,2.8,7.5,0.8,0.0,5.8,0.0,57.0
2015-01-02,四国,松山,3.5,7.3,0.7,0.0,2.2,0.0,52.0
2015-01-02,四国,高松,3.0,5.9,1.8,0.0,3.3,0.0,53.0
2015-01-02,四国,高知,2.4,8.7,-2.9,0.0,7.3,0.0,53.0
2015-01-02,東北,仙台,-0.3,3.0,-3.3,0.0,5.1,0.0,70.0
2015-01-02,東北,山形,-1.5,1.3,-3.9,0.5,2.1,2.0,82.0
2015-01-02,東北,新庄,-2.3,-1.4,-3.9,19.5,0.0,26.0,94.0
2015-01-02,東北,白河,-2.0,1.5,-4.5,0.0,2.5,0.0,76.0
2015-01-02,東北,盛岡,-2.7,1.0,-4.9,0.0,5.5,0.0,72.0
2015-01-02,東北,福島,-0.3,2.6,-2.8,0.0,3.0,0.0,67.0
2015-01-02,東北,秋田,-0.3,0.9,-2.2,2.5,0.4,3.0,60.0
2015-01-02,東北,青森,-2.5,-1.2,-3.4,6.5,0.3,15.0,86.0
2015-01-02,近畿,京都,1.0,4.0,-1.1,9.5,2.3,17.0,75.0
2015-01-02,近畿,和歌山,3.5,6.6,1.2,0.5,2.6,0.0,59.0
2015-01-02,近畿,大阪,3.0,6.8,1.4,0.0,4.4,0.0,56.0
2015-01-02,近畿,奈良,1.4,6.0,-1.5,0.0,1.9,0.0,68.0
2015-01-02,近畿,姫路,0.4,5.9,-3.6,0.0,5.2,,73.0
2015-01-02,近畿,彦根,0.6,2.8,-1.5,16.0,0.5,16.0,77.0
2015-01-02,近畿,神戸,2.4,6.3,0.4,0.0,5.7,1.0,58.0
2015-01-02,近畿,舞鶴,0.4,2.4,-1.2,16.5,0.9,9.0,93.0
2015-01-02,関東,前橋,1.9,7.2,-3.0,0.0,6.9,0.0,46.0
2015-01-02,関東,千葉,4.1,7.5,1.6,0.0,5.6,0.0,30.0
2015-01-02,関東,宇都宮,0.5,6.3,-4.7,0.0,7.5,0.0,52.0
2015-01-02,関東,東京,2.7,7.9,-2.2,0.0,6.0,0.0,41.0
2015-01-02,関東,横浜,3.2,7.7,-0.8,0.0,6.0,0.0,46.0
2015-01-02,関東,水戸,0.4,5.9,-4.6,0.0,5.6,0.0,56.0
2015-01-02,関東,熊谷,1.5,7.5,-4.6,0.0,5.7,0.0,41.0
2015-01-02,関東,秩父,-0.6,6.7,-6.6,0.0,5.0,0.0,54.0
2015-01-02,関東,銚子,3.4,7.3,0.4,0.0,6.2,0.0,42.0
2015-01-03,中国,山口,2.6,8.7,-2.6,0.0,6.0,0.0,73.0
2015-01-03,中国,岡山,3.0,8.3,-1.1,0.0,6.5,0.0,63.0
2015-01-03,中国,広島,2.6,7.6,-0.7,0.0,7.9,0.0,78.0
2015-01-03,中国,松江,2.9,7.0,0.1,0.5,2.7,0.0,82.0
2015-01-03,中国,浜田,6.0,8.9,3.0,0.5,4.6,,61.0
2015-01-03,中国,福山,2.8,8.4,-1.2,0.0,8.1,,73.0
2015-01-03,中国,鳥取,3.0,6.5,0.8,3.0,2.9,1.0,75.0
2015-01-03,中部,名古屋,2.7,6.7,-1.0,0.0,6.0,0.0,72.0
2015-01-03,中部,四日市,1.7,5.3,-0.9,1.0,2.0,,84.0
2015-01-03,中部,富山,1.1,4.0,-1.5,6.5,1.5,9.0,82.0
2015-01-03,中部,尾鷲,4.3,9.9,0.5,0.0,8.1,,57.0
2015-01-03,中部,敦賀,2.4,4.7,0.9,12.5,1.1,0.0,83.0
2015-01-03,中部,新潟,1.7,4.1,-1.1,0.5,1.9,0.0,67.0
2015-01-03,中部,松本,-2.5,2.9,-5.8,0.0,8.7,0.0,69.0
2015-01-03,中部,浜松,3.7,8.1,-0.1,0.0,9.5,,58.0
2015-01-03,中部,甲府,2.3,9.7,-4.0,0.0,9.0,0.0,42.0
2015-01-03,中部,福井,1.1,2.8,-0.3,4.5,1.9,2.0,91.0
2015-01-03,中部,軽井沢,-5.7,-0.3,-9.4,0.0,9.2,0.0,78.0
2015-01-03,中部,金沢,1.9,3.3,-0.1,4.5,1.3,0.0,84.0
2015-01-03,中部,長野,-1.9,2.2,-4.5,0.5,6.0,1.0,76.0
2015-01-03,中部,静岡,4.1,9.1,-0.9,0.0,9.5,,41.0
2015-01-03,中部,飯田,-1.1,5.0,-6.8,0.0,9.0,0.0,64.0
2015-01-03,九州沖縄,佐世保,4.8,9.0,-0.7,0.0,4.4,,70.0
2015-01-03,九州沖縄,佐賀,3.0,8.0,-2.1,0.0,8.2,0.0,73.0
2015-01-03,九州沖縄,大分,3.3,8.2,-1.8,0.0,8.8,0.0,61.0
2015-01-03,九州沖縄,宮崎,4.9,11.4,-1.2,0.0,5.4,,62.0
2015-01-03,九州沖縄,熊本,2.2,8.2,-2.8,0.0,8.2,0.0,73.0
2015-01-03,九州沖縄,福岡,4.4,8.7,-0.9,0.0,7.9,0.0,60.0
2015-01-03,九州沖縄,那覇,14.6,17.5,11.7,0.0,3.9,,55.0
2015-01-03,九州沖縄,鹿児島,5.4,11.3,0.6,0.0,6.5,0.0,74.0
2015-01-03,北海道,函館,-5.4,-2.9,-9.0,2.5,2.3,8.0,81.0
2015-01-03,北海道,小樽,-5.3,-3.7,-7.8,0.5,6.3,0.0,68.0
2015-01-03,北海道,帯広,-11.4,-3.2,-19.8,0.0,7.6,0.0,72.0
2015-01-03,北海道,札幌,-5.0,-2.4,-9.4,0.0,7.0,0.0,52.0
2015-01-03,北海道,根室,-5.3,-2.8,-8.6,0.0,8.5,0.0,61.0
2015-01-03,北海道,稚内,-6.7,-5.7,-7.9,3.5,0.2,2.0,65.0
2015-01-03,北海道,網走,-9.2,-4.4,-13.5,0.0,7.5,0.0,64.0
2015-01-03,北海道,釧路,-8.9,-2.0,-15.4,0.0,8.7,0.0,68.0
2015-01-03,四国,徳島,4.6,9.3,0.6,0.0,8.0,0.0,58.0
2015-01-03,四国,松山,3.6,8.1,0.2,0.0,6.2,0.0,65.0
2015-01-03,四国,高松,4.3,8.9,1.5,0.0,5.9,0.0,61.0
2015-01-03,四国,高知,3.7,9.2,-1.4,0.0,7.9,0.0,59.0
2015-01-03,東北,仙台,0.9,3.1,-2.5,0.0,8.8,0.0,58.0
2015-01-03,東北,山形,-1.8,0.2,-3.5,4.0,0.1,8.0,85.0
2015-01-03,東北,新庄,-1.6,1.9,-3.7,12.0,0.0,12.0,85.0
2015-01-03,東北,白河,-0.4,1.7,-3.8,0.0,4.6,2.0,61.0
2015-01-03,東北,盛岡,-2.5,-0.2,-4.9,0.0,5.0,0.0,70.0
2015-01-03,東北,福島,0.2,3.0,-2.6,2.5,4.1,7.0,67.0
2015-01-03,東北,秋田,-0.3,2.3,-2.9,0.5,0.5,1.0,58.0
2015-01-03,東北,青森,-3.3,-1.7,-5.1,10.0,0.2,15.0,86.0
2015-01-03,近畿,京都,1.8,5.8,-1.7,1.0,5.5,1.0,83.0
2015-01-03,近畿,和歌山,4.4,8.0,1.2,0.0,3.9,0.0,64.0
2015-01-03,近畿,大阪,4.3,7.7,0.8,0.0,7.0,0.0,64.0
2015-01-03,近畿,奈良,2.8,8.2,-0.9,0.0,4.8,0.0,73.0
2015-01-03,近畿,姫路,2.0,8.3,-1.8,0.0,3.3,,78.0
2015-01-03,近畿,彦根,1.1,3.3,-0.6,14.0,0.3,1.0,89.0
2015-01-03,近畿,神戸,4.0,8.2,0.3,0.0,4.8,0.0,63.0
2015-01-03,近畿,舞鶴,0.8,3.5,-1.0,3.0,2.3,0.0,98.0
2015-01-03,関東,前橋,2.6,8.1,-1.7,0.0,9.4,0.0,48.0
2015-01-03,関東,千葉,4.7,8.6,0.7,0.0,9.5,0.0,38.0
2015-01-03,関東,宇都宮,1.5,7.9,-3.9,0.0,9.5,0.0,49.0
2015-01-03,関東,東京,3.8,8.9,-1.1,0.0,8.9,0.0,42.0
2015-01-03,関東,横浜,4.5,8.5,0.3,0.0,9.6,0.0,45.0
2015-01-03,関東,水戸,1.3,7.6,-4.4,0.0,9.3,0.0,56.0
2015-01-03,関東,熊谷,3.3,9.0,-1.3,0.0,9.4,0.0,43.0
2015-01-03,関東,秩父,1.1,8.3,-4.1,0.0,8.8,0.0,52.0
2015-01-03,関東,銚子,3.9,7.9,-0.1,0.0,9.5,0.0,49.0
2015-01-04,中国,山口,6.0,13.1,0.7,0.5,3.3,0.0,86.0
2015-01-04,中国,岡山,6.0,11.2,0.3,0.0,4.4,0.0,67.0
2015-01-04,中国,広島,5.1,11.1,0.6,0.0,4.2,0.0,81.0
2015-01-04,中国,松江,5.9,10.2,1.6,0.0,4.1,0.0,78.0
2015-01-04,中国,浜田,9.1,11.8,7.1,0.0,0.8,,70.0
2015-01-04,中国,福山,5.6,12.1,-0.4,0.0,3.3,,81.0
2015-01-04,中国,鳥取,5.2,10.3,2.6,0.0,3.3,0.0,73.0
2015-01-04,中部,名古屋,3.8,8.7,-0.2,0.0,7.5,0.0,72.0
2015-01-04,中部,四日市,3.6,10.5,-1.6,0.0,7.0,,80.0
2015-01-04,中部,富山,3.1,4.6,2.3,15.5,0.0,0.0,78.0
2015-01-04,中部,尾鷲,6.3,13.8,0.6,0.0,7.8,,58.0
2015-01-04,中部,敦賀,4.0,6.7,2.6,5.5,2.2,0.0,79.0
2015-01-04,中部,新潟,2.4,4.4,0.9,35.0,0.0,0.0,94.0
2015-01-04,中部,松本,-2.1,4.4,-7.4,0.0,6.0,0.0,76.0
2015-01-04,中部,浜松,6.5,10.6,2.1,0.0,9.1,,60.0
2015-01-04,中部,甲府,1.2,8.3,-4.7,0.0,7.8,0.0,57.0
2015-01-04,中部,福井,2.2,3.4,0.7,13.0,0.0,0.0,93.0
2015-01-04,中部,軽井沢,-3.5,4.9,-11.2,0.0,7.5,0.0,76.0
2015-01-04,中部,金沢,5.2,6.7,1.6,17.0,0.6,0.0,81.0
2015-01-04,中部,長野,-1.8,2.2,-6.8,0.0,4.0,1.0,78.0
2015-01-04,中部,静岡,4.8,11.2,-1.4,0.0,7.6,,60.0
2015-01-04,中部,飯田,-0.3,6.9,-5.0,0.0,4.1,0.0,77.0
2015-01-04,九州沖縄,佐世保,9.6,14.7,5.2,0.0,2.6,,75.0
2015-01-04,九州沖縄,佐賀,7.2,12.6,1.9,0.0,4.2,0.0,80.0
2015-01-04,九州沖縄,大分,7.0,14.2,1.0,0.0,4.8,0.0,70.0
2015-01-04,九州沖縄,宮崎,8.8,17.1,1.1,0.0,7.8,,71.0
2015-01-04,九州沖縄,熊本,7.9,15.1,1.0,0.0,5.2,0.0,74.0
2015-01-04,九州沖縄,福岡,8.6,14.0,5.2,0.0,1.7,0.0,70.0
2015-01-04,九州沖縄,那覇,15.6,20.5,10.8,0.0,9.3,,64.0
2015-01-04,九州沖縄,鹿児島,9.4,16.5,3.5,0.0,5.1,0.0,77.0
2015-01-04,北海道,函館,-0.7,2.6,-4.1,0.5,6.0,2.0,73.0
2015-01-04,北海道,小樽,-2.0,-0.1,-4.2,0.0,4.1,0.0,66.0
2015-01-04,北海道,帯広,-9.7,-1.1,-15.0,0.0,8.2,0.0,70.0
2015-01-04,北海道,札幌,-2.7,0.2,-5.7,0.0,4.1,0.0,67.0
2015-01-04,北海道,根室,-5.2,-2.4,-9.1,0.0,8.8,0.0,63.0
2015-01-04,北海道,稚内,-4.0,-2.7,-6.5,0.0,1.2,0.0,53.0
2015-01-04,北海道,網走,-8.2,-3.0,-13.7,0.0,8.4,0.0,66.0
2015-01-04,北海道,釧路,-9.7,-1.9,-16.4,0.0,8.8,0.0,67.0
2015-01-04,四国,徳島,5.7,10.6,0.1,0.0,4.9,0.0,70.0
2015-01-04,四国,松山,6.9,11.6,2.2,0.0,0.4,0.0,73.0
2015-01-04,四国,高松,6.7,13.0,0.1,0.0,4.8,0.0,74.0
2015-01-04,四国,高知,6.8,14.0,0.4,0.0,5.5,0.0,64.0
2015-01-04,東北,仙台,2.3,4.8,0.6,0.0,0.1,0.0,72.0
2015-01-04,東北,山形,-0.2,1.3,-2.0,1.0,0.0,1.0,91.0
2015-01-04,東北,新庄,0.3,2.2,-0.7,5.5,0.1,2.0,94.0
2015-01-04,東北,白河,2.2,7.6,-2.0,0.0,1.6,0.0,66.0
2015-01-04,東北,盛岡,0.1,2.0,-3.5,0.0,0.6,0.0,76.0
2015-01-04,東北,福島,1.6,4.2,-1.7,0.0,0.2,0.0,76.0
2015-01-04,東北,秋田,1.2,2.7,-1.2,0.0,0.5,0.0,74.0
2015-01-04,東北,青森,0.9,3.5,-1.8,1.0,2.8,0.0,84.0
2015-01-04,近畿,京都,3.0,8.7,-0.5,0.0,4.3,0.0,83.0
2015-01-04,近畿,和歌山,6.0,11.9,0.4,0.0,6.9,0.0,70.0
2015-01-04,近畿,大阪,6.3,10.5,1.2,0.0,6.6,0.0,70.0
2015-01-04,近畿,奈良,4.7,10.9,-1.4,0.0,4.6,0.0,75.0
2015-01-04,近畿,姫路,4.4,10.9,-0.7,0.0,5.0,,81.0
2015-01-04,近畿,彦根,1.8,5.8,-2.7,0.0,4.4,0.0,85.0
2015-01-04,近畿,神戸,6.9,10.8,2.5,0.0,5.4,0.0,68.0
2015-01-04,近畿,舞鶴,2.3,5.9,-0.7,0.0,3.9,0.0,95.0
2015-01-04,関東,前橋,3.3,9.7,-2.5,0.0,7.3,0.0,53.0
2015-01-04,関東,千葉,5.0,9.4,0.7,0.0,5.7,0.0,47.0
2015-01-04,関東,宇都宮,1.6,8.8,-3.9,0.0,5.4,0.0,58.0
2015-01-04,関東,東京,4.0,9.3,-0.4,0.0,6.0,0.0,51.0
2015-01-04,関東,横浜,5.0,9.5,1.0,0.0,6.7,0.0,56.0
2015-01-04,関東,水戸,1.8,10.2,-4.1,0.0,5.1,0.0,66.0
2015-01-04,関東,熊谷,2.3,9.6,-3.3,0.0,7.1,0.0,56.0
2015-01-04,関東,秩父,0.8,10.1,-5.6,0.0,7.6,0.0,65.0
2015-01-04,関東,銚子,5.0,10.8,1.7,0.0,4.8,0.0,60.0
2015-01-05,中国,山口,6.4,13.1,0.4,0.0,6.3,0.0,81.0
2015-01-05,中国,岡山,7.4,11.6,2.7,0.0,7.6,0.0,67.0
2015-01-05,中国,広島,7.5,12.4,3.4,0.0,6.7,0.0,71.0
2015-01-05,中国,松江,5.9,12.2,0.5,0.0,6.2,0.0,81.0
2015-01-05,中国,浜田,8.3,13.7,4.7,0.0,6.7,,70.0
2015-01-05,中国,福山,7.2,12.6,2.4,0.0,7.1,,74.0
2015-01-05,中国,鳥取,5.9,11.4,1.9,0.5,7.4,0.0,77.0
2015-01-05,中部,名古屋,6.8,11.9,2.7,0.0,8.8,0.0,65.0
2015-01-05,中部,四日市,6.8,12.2,1.3,0.0,7.9,,68.0
2015-01-05,中部,富山,4.0,8.1,1.6,0.0,6.4,0.0,76.0
2015-01-05,中部,尾鷲,8.2,13.7,3.8,0.0,7.9,,67.0
2015-01-05,中部,敦賀,6.5,9.4,2.9,1.0,6.4,0.0,68.0
2015-01-05,中部,新潟,4.9,8.4,2.1,0.0,4.6,0.0,76.0
2015-01-05,中部,松本,2.2,7.4,-1.4,0.0,6.0,0.0,72.0
2015-01-05,中部,浜松,8.7,14.1,3.6,0.0,9.3,,60.0
2015-01-05,中部,甲府,3.4,11.9,-3.5,0.0,9.0,0.0,62.0
2015-01-05,中部,福井,3.1,8.8,1.1,0.0,5.2,0.0,88.0
2015-01-05,中部,軽井沢,-1.7,3.4,-4.2,0.0,4.6,0.0,83.0
2015-01-05,中部,金沢,5.4,8.6,3.2,0.0,6.5,0.0,74.0
2015-01-05,中部,長野,2.4,6.6,-0.5,0.0,5.8,0.0,76.0
2015-01-05,中部,静岡,6.9,13.7,0.1,0.0,9.4,,62.0
2015-01-05,中部,飯田,1.8,9.6,-3.7,0.0,8.9,0.0,74.0
2015-01-05,九州沖縄,佐世保,9.8,13.7,4.9,0.0,3.1,,79.0
2015-01-05,九州沖縄,佐賀,8.0,13.5,2.4,0.0,3.2,0.0,80.0
2015-01-05,九州沖縄,大分,8.3,13.3,3.0,0.0,5.4,0.0,78.0
2015-01-05,九州沖縄,宮崎,9.8,15.8,3.5,0.0,5.7,,83.0
2015-01-05,九州沖縄,熊本,8.8,14.7,3.2,0.0,5.0,0.0,78.0
2015-01-05,九州沖縄,福岡,9.7,14.0,4.4,0.0,4.6,0.0,69.0
2015-01-05,九州沖縄,那覇,17.6,22.3,12.4,0.0,7.6,,69.0
2015-01-05,九州沖縄,鹿児島,11.0,16.2,6.1,0.0,5.6,0.0,79.0
2015-01-05,北海道,函館,0.5,4.1,-4.6,0.0,2.5,0.0,72.0
2015-01-05,北海道,小樽,-0.6,3.4,-3.5,0.0,3.2,0.0,67.0
2015-01-05,北海道,帯広,-11.4,-3.6,-17.3,0.0,8.2,0.0,72.0
2015-01-05,北海道,札幌,-2.4,1.4,-6.4,0.0,5.8,0.0,72.0
2015-01-05,北海道,根室,-3.8,-1.0,-7.4,0.0,7.3,0.0,71.0
2015-01-05,北海道,稚内,-3.3,-0.2,-6.3,0.0,3.3,0.0,69.0
2015-01-05,北海道,網走,-6.0,-1.4,-11.7,0.0,7.1,0.0,69.0
2015-01-05,北海道,釧路,-7.5,-0.4,-14.8,0.0,7.5,0.0,71.0
2015-01-05,四国,徳島,8.7,11.8,6.0,0.0,8.2,0.0,66.0
2015-01-05,四国,松山,9.2,14.0,4.9,0.0,7.0,0.0,68.0
2015-01-05,四国,高松,7.6,12.1,2.8,0.0,7.5,0.0,70.0
2015-01-05,四国,高知,9.0,15.2,3.0,0.0,7.3,0.0,64.0
2015-01-05,東北,仙台,4.2,9.5,0.8,0.0,8.2,0.0,72.0
2015-01-05,東北,山形,1.0,5.6,-2.0,0.0,4.9,0.0,92.0
2015-01-05,東北,新庄,1.3,4.6,-0.7,0.0,2.2,0.0,92.0
2015-01-05,東北,白河,3.1,8.8,-1.7,0.0,8.8,0.0,70.0
2015-01-05,東北,盛岡,0.8,5.8,-2.5,0.0,5.4,0.0,78.0
2015-01-05,東北,福島,4.3,9.1,0.6,0.0,7.6,0.0,73.0
2015-01-05,東北,秋田,2.3,6.3,-0.1,0.0,0.9,0.0,80.0
2015-01-05,東北,青森,2.1,3.6,0.1,1.0,0.0,0.0,83.0
2015-01-05,近畿,京都,6.0,11.1,2.5,0.0,6.8,0.0,75.0
2015-01-05,近畿,和歌山,7.9,12.4,4.1,0.0,8.4,0.0,68.0
2015-01-05,近畿,大阪,8.2,12.2,4.1,0.0,7.8,0.0,64.0
2015-01-05,近畿,奈良,5.8,11.6,1.7,0.0,7.3,0.0,76.0
