date,region,station,temp_avg_c,temp_max_c,temp_min_c,precip_mm,sunshine_h,snowfall_cm,humidity_pct
2019-11-01,中部,軽井沢,7.8,15.9,3.4,0.0,7.4,0.0,89.0
2019-11-01,中部,金沢,16.4,21.9,10.9,0.0,4.7,0.0,59.0
2019-11-01,中部,長野,11.0,19.2,6.7,0.0,5.4,0.0,80.0
2019-11-01,中部,静岡,16.7,22.8,11.8,0.0,10.1,,77.0
2019-11-01,中部,飯田,11.1,20.6,5.5,0.0,7.1,0.0,77.0
2019-11-01,九州沖縄,佐世保,17.8,24.6,12.1,0.0,9.9,,70.0
2019-11-01,九州沖縄,佐賀,16.7,24.2,11.1,0.0,10.0,0.0,72.0
2019-11-01,九州沖縄,大分,17.0,23.6,10.3,0.0,9.8,0.0,68.0
2019-11-01,九州沖縄,宮崎,16.9,23.8,12.6,0.0,8.9,,75.0
2019-11-01,九州沖縄,熊本,16.7,23.9,10.1,0.0,10.2,0.0,74.0
2019-11-01,九州沖縄,福岡,17.8,22.8,13.1,0.0,9.7,0.0,72.0
2019-11-01,九州沖縄,那覇,24.5,27.4,23.2,0.0,5.9,,70.0
2019-11-01,九州沖縄,鹿児島,18.3,25.0,13.0,0.0,9.4,0.0,68.0
2019-11-01,北海道,函館,11.9,16.1,9.5,0.0,4.7,0.0,57.0
2019-11-01,北海道,小樽,9.9,12.6,8.2,0.5,3.1,0.0,60.0
2019-11-01,北海道,帯広,9.2,15.1,5.6,0.0,5.5,0.0,67.0
2019-11-01,北海道,札幌,11.1,15.9,9.3,1.0,6.7,0.0,55.0
2019-11-01,北海道,根室,12.5,16.6,7.9,0.0,3.4,0.0,72.0
2019-11-01,北海道,稚内,9.8,11.3,7.9,1.0,1.6,0.0,60.0
2019-11-01,北海道,網走,11.1,14.6,8.0,0.0,4.6,0.0,53.0
2019-11-01,北海道,釧路,12.1,15.6,6.4,0.0,5.8,0.0,65.0
2019-11-01,四国,徳島,17.9,23.2,12.6,0.0,10.2,0.0,66.0
2019-11-01,四国,松山,16.9,22.4,12.5,0.0,9.5,0.0,72.0
2019-11-01,四国,高松,17.8,23.0,11.7,0.0,9.3,0.0,68.0
2019-11-01,四国,高知,17.2,25.0,11.0,0.0,10.2,0.0,66.0
2019-11-01,東北,仙台,15.7,21.4,11.1,0.0,6.2,0.0,59.0
2019-11-01,東北,山形,14.9,19.6,9.0,0.5,2.0,0.0,60.0
2019-11-01,東北,新庄,12.8,17.8,9.0,0.5,1.1,0.0,71.0
2019-11-01,東北,白河,12.9,21.7,6.4,0.0,6.8,0.0,69.0
2019-11-01,東北,盛岡,12.9,18.5,6.4,2.5,5.9,0.0,67.0
2019-11-01,東北,福島,14.7,23.3,8.9,0.0,6.6,0.0,62.0
2019-11-01,東北,秋田,15.3,18.8,10.9,2.5,4.1,0.0,59.0
2019-11-01,東北,青森,12.8,15.2,9.6,2.5,2.5,0.0,64.0
2019-11-01,近畿,京都,16.8,23.4,11.2,0.0,9.2,0.0,68.0
2019-11-01,近畿,和歌山,17.3,22.5,12.5,0.0,9.2,0.0,69.0
2019-11-01,近畿,大阪,17.6,23.0,13.0,0.0,9.1,0.0,68.0
2019-11-01,近畿,奈良,15.9,22.6,10.7,0.0,7.9,0.0,75.0
2019-11-01,近畿,姫路,15.9,22.5,9.6,0.0,9.2,,74.0
2019-11-01,近畿,彦根,15.7,21.6,10.5,0.0,7.6,0.0,77.0
2019-11-01,近畿,神戸,17.9,21.6,14.2,0.0,8.6,0.0,70.0
2019-11-01,近畿,舞鶴,15.5,22.5,10.0,0.0,4.5,0.0,79.0
2019-11-01,関東,前橋,16.8,25.9,11.5,0.0,9.9,0.0,58.0
2019-11-01,関東,千葉,18.0,22.2,14.0,0.0,9.9,0.0,62.0
2019-11-01,関東,宇都宮,15.5,22.0,9.2,0.0,9.9,0.0,70.0
2019-11-01,関東,東京,17.4,23.9,12.2,0.0,9.5,0.0,73.0
2019-11-01,関東,横浜,17.8,22.4,12.7,0.0,10.0,0.0,67.0
2019-11-01,関東,水戸,15.6,23.2,9.3,0.0,9.8,0.0,72.0
2019-11-01,関東,熊谷,17.3,26.0,10.9,0.0,10.0,0.0,61.0
2019-11-01,関東,秩父,14.1,23.3,7.8,0.0,9.5,0.0,77.0
2019-11-01,関東,銚子,17.5,20.9,13.4,0.0,9.9,0.0,79.0
2019-11-02,中国,山口,15.4,22.9,9.4,0.0,8.0,0.0,77.0
2019-11-02,中国,岡山,14.9,21.1,9.6,0.0,9.0,0.0,69.0
2019-11-02,中国,広島,16.8,21.9,12.6,0.0,9.0,0.0,60.0
2019-11-02,中国,松江,15.3,19.4,11.0,0.0,9.6,0.0,70.0
2019-11-02,中国,浜田,15.2,21.6,10.2,0.0,9.0,,76.0
2019-11-02,中国,福山,14.9,21.1,9.4,0.0,9.1,,74.0
2019-11-02,中国,鳥取,13.8,20.7,8.5,0.0,9.5,0.0,77.0
2019-11-02,中部,名古屋,16.0,21.5,11.7,0.0,9.3,0.0,63.0
2019-11-02,中部,四日市,13.8,20.4,7.8,0.0,8.6,,72.0
2019-11-02,中部,富山,13.0,17.6,9.3,0.0,8.3,0.0,73.0
2019-11-02,中部,尾鷲,16.0,22.4,10.4,0.0,8.2,,72.0
2019-11-02,中部,敦賀,14.1,18.8,9.7,0.0,9.3,0.0,64.0
2019-11-02,中部,新潟,12.0,17.7,8.2,0.0,4.7,0.0,74.0
2019-11-02,中部,松本,11.0,17.2,5.9,0.0,9.5,0.0,66.0
2019-11-02,中部,浜松,16.9,22.3,11.9,0.0,8.2,,70.0
2019-11-02,中部,甲府,14.2,20.4,8.0,0.0,9.5,0.0,74.0
2019-11-02,中部,福井,12.6,19.3,7.9,0.0,8.8,0.0,75.0
2019-11-02,中部,軽井沢,6.4,13.6,0.6,0.0,9.6,0.0,88.0
2019-11-02,中部,金沢,13.6,19.1,9.0,0.0,9.3,0.0,59.0
2019-11-02,中部,長野,10.2,16.8,4.6,0.0,9.7,0.0,74.0
2019-11-02,中部,静岡,17.1,21.8,12.6,0.0,9.7,,69.0
2019-11-02,中部,飯田,11.9,20.1,5.8,0.0,9.3,0.0,77.0
2019-11-02,九州沖縄,佐世保,18.0,23.3,12.9,0.0,8.8,,74.0
2019-11-02,九州沖縄,佐賀,17.4,23.8,12.2,0.0,9.0,0.0,70.0
2019-11-02,九州沖縄,大分,17.3,21.8,13.0,0.0,7.0,0.0,75.0
2019-11-02,九州沖縄,宮崎,17.5,24.2,11.4,0.0,9.3,,82.0
2019-11-02,九州沖縄,熊本,17.1,24.9,11.0,0.0,7.9,0.0,68.0
2019-11-02,九州沖縄,福岡,18.0,23.8,13.0,0.0,8.3,0.0,73.0
2019-11-02,九州沖縄,那覇,25.1,28.1,22.3,0.0,8.9,,72.0
2019-11-02,九州沖縄,鹿児島,19.5,25.4,14.6,0.0,8.5,0.0,72.0
2019-11-02,北海道,函館,11.6,14.3,9.5,6.0,8.5,0.0,58.0
2019-11-02,北海道,小樽,10.4,13.3,8.5,1.0,7.1,0.0,58.0
2019-11-02,北海道,帯広,9.0,15.4,2.8,0.0,9.5,0.0,59.0
2019-11-02,北海道,札幌,10.8,14.4,8.5,0.5,5.6,0.0,55.0
2019-11-02,北海道,根室,10.2,14.2,4.7,0.0,9.9,0.0,64.0
2019-11-02,北海道,稚内,8.2,10.2,4.4,1.0,5.5,0.0,57.0
2019-11-02,北海道,網走,9.3,13.9,5.2,0.0,6.3,0.0,56.0
2019-11-02,北海道,釧路,10.6,14.0,3.1,0.0,9.9,0.0,61.0
2019-11-02,四国,徳島,16.5,20.0,13.3,0.0,10.0,0.0,59.0
2019-11-02,四国,松山,17.5,23.0,13.0,0.0,9.2,0.0,70.0
2019-11-02,四国,高松,16.0,20.6,12.8,0.0,9.2,0.0,67.0
2019-11-02,四国,高知,17.5,23.5,11.9,0.0,9.4,0.0,70.0
2019-11-02,東北,仙台,13.3,18.5,8.3,0.0,10.0,0.0,59.0
2019-11-02,東北,山形,11.4,17.3,6.7,0.0,8.2,0.0,65.0
2019-11-02,東北,新庄,10.8,15.7,5.1,0.0,2.2,0.0,75.0
2019-11-02,東北,白河,10.6,16.9,5.2,0.0,10.1,0.0,67.0
2019-11-02,東北,盛岡,9.5,16.0,3.7,0.0,9.2,0.0,71.0
2019-11-02,東北,福島,12.7,18.8,8.5,0.0,9.8,0.0,61.0
2019-11-02,東北,秋田,12.5,16.9,8.9,0.0,4.3,0.0,64.0
2019-11-02,東北,青森,12.5,16.4,9.9,0.0,6.1,0.0,55.0
2019-11-02,近畿,京都,15.4,21.0,10.9,0.0,10.1,0.0,60.0
2019-11-02,近畿,和歌山,16.4,20.6,12.2,0.0,10.0,0.0,63.0
2019-11-02,近畿,大阪,16.6,21.1,12.4,0.0,9.9,0.0,55.0
2019-11-02,近畿,奈良,14.5,20.3,9.8,0.0,10.0,0.0,71.0
2019-11-02,近畿,姫路,14.5,21.4,9.3,0.0,9.6,,73.0
2019-11-02,近畿,彦根,14.9,19.2,11.8,0.0,9.9,0.0,59.0
2019-11-02,近畿,神戸,16.4,19.5,12.8,0.0,9.6,0.0,60.0
2019-11-02,近畿,舞鶴,14.1,18.7,9.9,0.0,9.7,0.0,71.0
2019-11-02,関東,前橋,13.7,19.4,9.1,0.0,9.8,0.0,58.0
2019-11-02,関東,千葉,16.0,20.3,12.4,0.0,8.0,0.0,54.0
2019-11-02,関東,宇都宮,12.4,18.2,6.6,0.0,10.0,0.0,69.0
2019-11-02,関東,東京,15.7,19.9,10.9,0.0,8.4,0.0,63.0
2019-11-02,関東,横浜,16.6,19.3,14.0,0.0,7.9,0.0,59.0
2019-11-02,関東,水戸,13.1,18.7,7.7,0.0,9.9,0.0,64.0
2019-11-02,関東,熊谷,14.3,19.2,8.8,0.0,9.1,0.0,61.0
2019-11-02,関東,秩父,11.8,18.8,7.0,0.0,8.7,0.0,83.0
2019-11-02,関東,銚子,16.9,18.5,15.4,0.0,8.5,0.0,64.0
2019-11-03,中国,山口,14.4,18.9,11.3,0.0,0.0,0.0,89.0
2019-11-03,中国,岡山,14.3,17.8,10.1,0.0,1.1,0.0,80.0
2019-11-03,中国,広島,15.0,17.4,12.6,0.0,0.9,0.0,72.0
2019-11-03,中国,松江,14.2,18.3,10.9,1.0,0.0,0.0,89.0
2019-11-03,中国,浜田,15.4,19.1,12.4,2.5,0.0,,83.0
2019-11-03,中国,福山,14.4,17.7,10.7,0.0,0.3,,83.0
2019-11-03,中国,鳥取,13.7,17.8,9.7,0.5,1.8,0.0,85.0
2019-11-03,中部,名古屋,16.4,20.8,12.4,0.0,4.0,0.0,70.0
2019-11-03,中部,四日市,15.2,21.0,9.8,0.0,4.3,,77.0
2019-11-03,中部,富山,13.3,18.1,8.7,0.0,3.6,0.0,85.0
2019-11-03,中部,尾鷲,17.9,22.5,13.3,0.0,4.7,,79.0
2019-11-03,中部,敦賀,15.5,20.1,11.2,0.0,3.0,0.0,73.0
2019-11-03,中部,新潟,13.1,18.1,8.3,10.0,6.6,0.0,80.0
2019-11-03,中部,松本,11.0,17.4,5.6,0.0,3.3,0.0,76.0
2019-11-03,中部,浜松,18.3,24.0,13.9,0.0,5.5,,62.0
2019-11-03,中部,甲府,14.8,19.2,10.3,0.0,3.1,0.0,78.0
2019-11-03,中部,福井,13.5,18.8,9.4,0.0,1.4,0.0,82.0
2019-11-03,中部,軽井沢,8.1,14.6,3.5,0.0,1.9,0.0,92.0
2019-11-03,中部,金沢,14.3,19.0,10.4,0.0,2.4,0.0,72.0
2019-11-03,中部,長野,11.0,15.7,7.1,0.0,2.5,0.0,85.0
2019-11-03,中部,静岡,18.1,22.8,14.2,0.0,5.1,,74.0
2019-11-03,中部,飯田,11.9,16.5,8.4,0.0,2.4,0.0,77.0
2019-11-03,九州沖縄,佐世保,17.5,20.9,14.9,0.0,0.3,,80.0
2019-11-03,九州沖縄,佐賀,16.9,20.6,13.9,0.0,0.1,0.0,77.0
2019-11-03,九州沖縄,大分,17.2,21.5,12.6,0.0,2.1,0.0,74.0
2019-11-03,九州沖縄,宮崎,19.2,24.5,14.8,0.0,5.3,,79.0
2019-11-03,九州沖縄,熊本,16.9,21.2,13.3,0.0,0.9,0.0,76.0
2019-11-03,九州沖縄,福岡,17.6,20.5,15.1,0.0,0.0,0.0,75.0
2019-11-03,九州沖縄,那覇,25.4,28.7,24.2,7.0,1.8,,81.0
2019-11-03,九州沖縄,鹿児島,20.2,26.1,16.6,0.0,4.1,0.0,66.0
2019-11-03,北海道,函館,7.5,12.1,1.8,0.0,9.6,0.0,66.0
2019-11-03,北海道,小樽,6.9,10.0,2.9,0.0,3.4,0.0,59.0
2019-11-03,北海道,帯広,7.9,12.3,3.9,0.0,9.4,0.0,52.0
2019-11-03,北海道,札幌,7.9,10.8,4.3,0.0,7.7,0.0,54.0
2019-11-03,北海道,根室,8.1,10.3,5.1,0.0,9.2,0.0,61.0
2019-11-03,北海道,稚内,5.8,7.3,5.0,0.5,0.0,0.0,57.0
2019-11-03,北海道,網走,5.9,9.3,3.1,1.0,6.8,0.0,67.0
2019-11-03,北海道,釧路,8.5,11.8,2.6,0.0,9.6,0.0,55.0
2019-11-03,四国,徳島,16.7,20.7,11.8,0.0,4.1,0.0,76.0
2019-11-03,四国,松山,17.3,21.1,15.0,0.0,0.2,0.0,77.0
2019-11-03,四国,高松,16.2,19.7,11.6,0.0,1.8,0.0,78.0
2019-11-03,四国,高知,18.0,22.2,14.5,0.0,1.2,0.0,78.0
2019-11-03,東北,仙台,13.4,19.3,9.2,0.0,3.4,0.0,65.0
2019-11-03,東北,山形,10.5,16.3,5.7,0.0,4.0,0.0,81.0
2019-11-03,東北,新庄,8.8,11.9,5.0,0.0,0.7,0.0,91.0
2019-11-03,東北,白河,11.2,17.4,5.2,0.0,4.1,0.0,80.0
2019-11-03,東北,盛岡,8.4,13.1,4.4,0.0,0.3,0.0,86.0
2019-11-03,東北,福島,12.6,18.9,7.6,0.0,4.4,0.0,72.0
2019-11-03,東北,秋田,10.1,13.6,5.8,0.5,0.2,0.0,77.0
2019-11-03,東北,青森,10.1,14.2,4.7,3.0,5.9,0.0,72.0
2019-11-03,近畿,京都,15.4,19.5,11.0,1.0,3.9,0.0,69.0
2019-11-03,近畿,和歌山,16.6,21.3,12.0,0.0,4.7,0.0,74.0
2019-11-03,近畿,大阪,16.6,20.9,12.2,0.0,4.7,0.0,66.0
2019-11-03,近畿,奈良,14.8,20.1,9.9,0.0,4.7,0.0,75.0
2019-11-03,近畿,姫路,14.4,18.2,9.9,0.0,3.3,,78.0
2019-11-03,近畿,彦根,14.6,18.1,10.1,0.0,2.3,0.0,80.0
2019-11-03,近畿,神戸,17.1,19.9,13.8,0.0,4.2,0.0,64.0
2019-11-03,近畿,舞鶴,12.7,16.9,8.9,0.0,2.2,0.0,90.0
2019-11-03,関東,前橋,14.5,19.3,10.3,0.0,2.1,0.0,68.0
2019-11-03,関東,千葉,16.2,18.4,13.4,3.0,1.6,0.0,72.0
2019-11-03,関東,宇都宮,14.5,19.6,9.3,0.0,3.2,0.0,78.0
2019-11-03,関東,東京,15.8,18.9,12.7,10.5,0.9,0.0,79.0
2019-11-03,関東,横浜,16.2,18.5,13.8,0.0,1.3,0.0,74.0
2019-11-03,関東,水戸,14.2,20.6,9.2,17.5,2.5,0.0,80.0
2019-11-03,関東,熊谷,14.8,19.1,10.3,0.5,2.2,0.0,74.0
2019-11-03,関東,秩父,12.6,18.8,8.0,0.0,2.5,0.0,89.0
2019-11-03,関東,銚子,17.1,20.4,13.4,16.5,1.3,0.0,89.0
2019-11-04,中国,山口,14.5,19.8,8.8,0.0,7.2,0.0,72.0
2019-11-04,中国,岡山,14.3,18.9,9.1,0.0,7.7,0.0,66.0
2019-11-04,中国,広島,15.3,20.3,11.4,0.0,8.7,0.0,56.0
2019-11-04,中国,松江,14.0,17.8,9.1,0.5,4.0,0.0,69.0
2019-11-04,中国,浜田,14.5,18.0,10.5,18.0,4.2,,70.0
2019-11-04,中国,福山,14.4,20.2,8.3,0.0,7.3,,68.0
2019-11-04,中国,鳥取,14.0,18.1,9.1,7.0,1.8,0.0,68.0
2019-11-04,中部,名古屋,15.3,20.7,11.1,0.0,10.0,0.0,55.0
2019-11-04,中部,四日市,15.0,19.0,11.2,0.0,9.5,,59.0
2019-11-04,中部,富山,12.6,16.3,8.4,6.5,4.1,0.0,78.0
2019-11-04,中部,尾鷲,16.2,22.4,9.3,0.0,9.4,,56.0
2019-11-04,中部,敦賀,15.1,17.4,12.6,0.0,2.3,0.0,63.0
2019-11-04,中部,新潟,13.4,16.3,11.9,0.5,4.2,0.0,56.0
2019-11-04,中部,松本,8.8,14.6,3.9,0.0,6.0,0.0,74.0
2019-11-04,中部,浜松,16.9,22.0,12.9,0.0,9.1,,52.0
2019-11-04,中部,甲府,14.6,21.4,10.0,0.0,9.0,0.0,66.0
2019-11-04,中部,福井,13.2,17.6,8.9,1.0,5.9,0.0,74.0
2019-11-04,中部,軽井沢,5.6,11.9,-0.7,0.0,6.6,0.0,88.0
2019-11-04,中部,金沢,13.4,16.7,11.3,0.5,5.2,0.0,62.0
2019-11-04,中部,長野,9.2,14.1,4.4,0.0,4.6,0.0,79.0
2019-11-04,中部,静岡,17.8,21.6,15.4,0.0,8.3,,67.0
2019-11-04,中部,飯田,11.5,19.2,6.0,0.0,9.7,0.0,69.0
2019-11-04,九州沖縄,佐世保,17.2,20.7,14.6,0.0,7.5,,63.0
2019-11-04,九州沖縄,佐賀,15.8,20.1,12.2,0.0,9.2,0.0,68.0
2019-11-04,九州沖縄,大分,17.6,20.9,14.5,0.0,9.1,0.0,64.0
2019-11-04,九州沖縄,宮崎,17.9,22.5,12.9,0.0,9.3,,69.0
2019-11-04,九州沖縄,熊本,16.0,22.1,11.4,0.0,9.4,0.0,69.0
2019-11-04,九州沖縄,福岡,16.5,20.0,12.9,0.5,2.6,0.0,66.0
2019-11-04,九州沖縄,那覇,24.8,26.5,23.9,0.0,0.0,,70.0
2019-11-04,九州沖縄,鹿児島,19.3,25.0,15.9,0.0,9.5,0.0,60.0
2019-11-04,北海道,函館,6.2,12.2,1.2,0.0,8.7,0.0,71.0
2019-11-04,北海道,小樽,6.5,10.6,3.8,1.0,1.3,0.0,65.0
2019-11-04,北海道,帯広,5.3,12.3,-1.0,0.0,9.3,0.0,62.0
2019-11-04,北海道,札幌,7.2,10.0,4.0,0.5,3.1,0.0,60.0
2019-11-04,北海道,根室,8.1,10.3,6.2,0.0,6.5,0.0,58.0
2019-11-04,北海道,稚内,5.6,6.6,4.4,2.0,0.1,0.0,73.0
2019-11-04,北海道,網走,4.8,8.5,1.3,1.5,2.7,0.0,69.0
2019-11-04,北海道,釧路,6.1,10.8,1.3,0.0,7.7,0.0,70.0
2019-11-04,四国,徳島,16.4,19.4,12.6,0.0,5.6,0.0,62.0
2019-11-04,四国,松山,15.7,21.0,11.9,0.0,8.0,0.0,65.0
2019-11-04,四国,高松,15.8,19.5,10.5,0.0,5.8,0.0,64.0
2019-11-04,四国,高知,16.6,21.6,12.8,0.0,8.3,0.0,60.0
2019-11-04,東北,仙台,11.3,16.3,7.3,0.0,9.2,0.0,59.0
2019-11-04,東北,山形,9.8,14.8,6.3,0.0,6.7,0.0,67.0
2019-11-04,東北,新庄,8.8,14.2,3.3,1.0,6.4,0.0,73.0
2019-11-04,東北,白河,10.7,14.8,6.3,0.0,6.4,0.0,65.0
2019-11-04,東北,盛岡,6.2,12.8,0.1,0.0,6.8,0.0,74.0
2019-11-04,東北,福島,12.2,16.6,8.2,0.0,8.7,0.0,62.0
2019-11-04,東北,秋田,8.4,14.0,3.5,1.0,5.9,0.0,73.0
2019-11-04,東北,青森,8.5,13.4,4.7,0.0,3.1,0.0,70.0
2019-11-04,近畿,京都,14.4,18.2,11.1,0.0,7.5,0.0,65.0
2019-11-04,近畿,和歌山,16.3,18.9,13.5,0.0,8.1,0.0,58.0
2019-11-04,近畿,大阪,15.6,19.2,13.1,0.0,8.0,0.0,58.0
2019-11-04,近畿,奈良,13.7,18.5,8.9,0.0,7.6,0.0,71.0
2019-11-04,近畿,姫路,13.6,18.9,8.6,0.0,7.8,,70.0
2019-11-04,近畿,彦根,15.2,17.5,13.1,0.0,7.3,0.0,64.0
2019-11-04,近畿,神戸,15.7,18.4,12.1,0.0,7.3,0.0,57.0
2019-11-04,近畿,舞鶴,14.4,17.1,11.7,1.0,5.1,0.0,65.0
2019-11-04,関東,前橋,13.3,18.7,7.9,0.0,9.6,0.0,59.0
2019-11-04,関東,千葉,15.4,19.7,12.7,3.5,8.8,0.0,66.0
2019-11-04,関東,宇都宮,12.9,18.3,7.6,0.0,5.4,0.0,68.0
2019-11-04,関東,東京,14.6,20.2,11.0,1.0,8.9,0.0,74.0
2019-11-04,関東,横浜,16.0,19.8,13.4,0.0,8.6,0.0,63.0
2019-11-04,関東,水戸,12.9,18.0,7.6,1.0,3.6,0.0,74.0
2019-11-04,関東,熊谷,14.5,20.5,10.4,0.0,10.0,0.0,63.0
2019-11-04,関東,秩父,12.6,19.7,5.7,0.0,8.6,0.0,76.0
2019-11-04,関東,銚子,15.8,17.9,14.0,7.0,5.4,0.0,68.0
2019-11-05,中国,山口,11.9,20.7,5.7,0.0,9.9,0.0,73.0
2019-11-05,中国,岡山,12.1,19.4,6.0,0.0,10.2,0.0,71.0
2019-11-05,中国,広島,13.5,20.6,8.4,0.0,10.3,0.0,52.0
2019-11-05,中国,松江,11.4,17.4,6.8,0.0,10.2,0.0,78.0
2019-11-05,中国,浜田,12.3,17.4,8.5,0.0,10.1,,70.0
2019-11-05,中国,福山,11.8,18.3,6.1,0.0,10.2,,72.0
2019-11-05,中国,鳥取,11.3,18.7,6.9,0.0,6.7,0.0,78.0
2019-11-05,中部,名古屋,13.5,19.5,8.4,0.0,10.3,0.0,57.0
2019-11-05,中部,四日市,12.6,19.7,7.1,0.0,9.5,,66.0
2019-11-05,中部,富山,12.1,18.2,7.5,0.0,9.8,0.0,70.0
2019-11-05,中部,尾鷲,13.6,21.1,7.7,0.0,9.3,,59.0
2019-11-05,中部,敦賀,13.8,18.6,8.6,0.0,9.1,0.0,63.0
2019-11-05,中部,新潟,13.8,17.5,10.6,0.0,6.3,0.0,60.0
2019-11-05,中部,松本,7.0,14.9,1.3,0.0,9.8,0.0,70.0
2019-11-05,中部,浜松,14.9,20.3,10.8,0.0,9.1,,63.0
2019-11-05,中部,甲府,12.1,18.8,6.2,0.0,9.8,0.0,69.0
2019-11-05,中部,福井,11.6,18.0,7.1,0.0,10.1,0.0,75.0
2019-11-05,中部,軽井沢,3.8,12.8,-0.6,0.0,9.4,0.0,86.0
2019-11-05,中部,金沢,13.3,17.9,9.7,0.0,8.5,0.0,59.0
2019-11-05,中部,長野,7.8,15.4,1.8,0.0,9.5,0.0,77.0
2019-11-05,中部,静岡,16.1,20.9,11.5,0.0,7.9,,70.0
2019-11-05,中部,飯田,8.9,17.4,2.9,0.0,9.7,0.0,73.0
2019-11-05,九州沖縄,佐世保,15.7,20.8,11.8,0.0,10.1,,58.0
2019-11-05,九州沖縄,佐賀,14.7,22.2,9.1,0.0,10.5,0.0,60.0
2019-11-05,九州沖縄,大分,14.3,19.1,10.1,0.0,9.2,0.0,64.0
2019-11-05,九州沖縄,宮崎,15.5,20.6,11.4,0.0,10.0,,75.0
2019-11-05,九州沖縄,熊本,15.0,21.8,9.6,0.0,10.2,0.0,61.0
2019-11-05,九州沖縄,福岡,14.8,20.0,11.1,0.0,9.8,0.0,60.0
2019-11-05,九州沖縄,那覇,24.0,26.4,22.0,0.0,5.6,,59.0
2019-11-05,九州沖縄,鹿児島,18.0,22.3,15.2,0.0,7.4,0.0,70.0
2019-11-05,北海道,函館,7.1,12.0,0.4,0.0,7.8,0.0,67.0
2019-11-05,北海道,小樽,8.0,10.8,5.9,7.0,3.1,0.0,61.0
2019-11-05,北海道,帯広,4.5,11.4,-1.4,0.0,9.5,0.0,70.0
2019-11-05,北海道,札幌,8.3,11.2,5.0,0.0,4.7,0.0,58.0
2019-11-05,北海道,根室,6.9,9.0,5.3,0.0,8.6,0.0,67.0
2019-11-05,北海道,稚内,6.9,8.3,5.1,1.0,0.4,0.0,63.0
2019-11-05,北海道,網走,5.7,9.3,2.9,5.0,4.7,0.0,70.0
2019-11-05,北海道,釧路,6.2,10.6,0.3,0.0,9.8,0.0,69.0
2019-11-05,四国,徳島,14.2,18.3,11.0,0.0,10.1,0.0,62.0
2019-11-05,四国,松山,13.8,20.9,8.7,0.0,9.9,0.0,63.0
2019-11-05,四国,高松,12.7,18.1,8.1,0.0,10.2,0.0,69.0
2019-11-05,四国,高知,14.9,21.1,9.0,0.0,10.0,0.0,59.0
2019-11-05,東北,仙台,11.0,16.6,6.7,0.0,6.1,0.0,68.0
2019-11-05,東北,山形,10.3,16.3,5.4,0.0,5.0,0.0,70.0
2019-11-05,東北,新庄,9.5,14.5,6.2,2.5,5.5,0.0,80.0
2019-11-05,東北,白河,9.7,16.2,3.9,0.0,8.9,0.0,69.0
2019-11-05,東北,盛岡,7.8,13.6,1.8,0.0,9.5,0.0,70.0
2019-11-05,東北,福島,10.9,17.8,6.1,0.0,8.2,0.0,68.0
2019-11-05,東北,秋田,11.4,15.3,6.6,2.0,5.8,0.0,63.0
2019-11-05,東北,青森,9.4,13.2,5.0,2.0,4.9,0.0,63.0
2019-11-05,近畿,京都,13.4,19.6,9.5,0.0,9.7,0.0,64.0
2019-11-05,近畿,和歌山,13.7,18.3,9.7,0.0,10.3,0.0,63.0
2019-11-05,近畿,大阪,14.6,19.7,10.8,0.0,10.2,0.0,58.0
2019-11-05,近畿,奈良,11.8,18.4,7.3,0.0,9.7,0.0,73.0
2019-11-05,近畿,姫路,12.1,19.9,6.5,0.0,10.0,,73.0
2019-11-05,近畿,彦根,13.1,18.3,8.4,0.0,10.1,0.0,67.0
2019-11-05,近畿,神戸,14.8,19.4,10.9,0.0,10.3,0.0,56.0
2019-11-05,近畿,舞鶴,11.5,17.6,7.2,0.0,7.2,0.0,77.0
2019-11-05,関東,前橋,12.5,19.7,5.7,0.0,9.7,0.0,56.0
2019-11-05,関東,千葉,15.0,19.2,10.8,0.0,10.0,0.0,47.0
2019-11-05,関東,宇都宮,11.0,17.7,4.8,0.0,10.2,0.0,67.0
2019-11-05,関東,東京,13.7,19.2,9.0,0.0,9.5,0.0,58.0
2019-11-05,関東,横浜,14.8,19.1,10.5,0.0,10.1,0.0,52.0
2019-11-05,関東,水戸,10.8,18.0,4.7,0.0,10.2,0.0,72.0
2019-11-05,関東,熊谷,13.3,20.2,8.0,0.0,10.2,0.0,57.0
2019-11-05,関東,秩父,9.8,18.6,2.8,0.0,9.7,0.0,77.0
2019-11-05,関東,銚子,14.1,17.3,9.5,0.0,10.2,0.0,68.0
2019-11-06,中国,山口,11.9,21.7,4.2,0.0,9.9,0.0,79.0
2019-11-06,中国,岡山,12.1,20.1,6.2,0.0,10.2,0.0,69.0
2019-11-06,中国,広島,13.7,20.8,7.8,0.0,10.3,0.0,58.0
2019-11-06,中国,松江,12.6,20.2,6.6,0.0,10.0,0.0,79.0
2019-11-06,中国,浜田,14.0,21.0,8.5,0.0,10.0,,74.0
2019-11-06,中国,福山,11.4,19.5,4.7,0.0,10.2,,71.0
2019-11-06,中国,鳥取,12.4,21.3,5.9,0.0,10.0,0.0,76.0
2019-11-06,中部,名古屋,14.3,21.4,8.1,0.0,10.2,0.0,62.0
2019-11-06,中部,四日市,12.4,21.2,4.9,0.0,9.5,,76.0
2019-11-06,中部,富山,12.0,17.6,7.4,0.0,4.7,0.0,76.0
2019-11-06,中部,尾鷲,14.0,21.9,8.1,0.0,9.2,,61.0
