倉庫コード,倉庫名,データ区分,商品コード,商品名,入数,ロケーションNo,入出荷日,伝票識別,伝票No,仕入単価,入荷数,出荷数,在庫数,入出荷先名
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2021-03-03,仕入,25240.0,5276.0,2.0,,2.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2021-03-23,売上,298903.0,,,1.0,1.0,いちげん                                 
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2021-04-07,売上,300179.0,,,1.0,0.0,いちげん                                 
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2021-09-14,仕入,26669.0,4995.0,3.0,,3.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2021-10-10,売上,313531.0,,,1.0,2.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-02-16,売上,324519.0,,,1.0,0.0,ﾊﾟｰｸｱｯﾌﾟ株式会社                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-05-20,仕入,28816.0,5838.0,4.0,,4.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-07-04,売上,337509.0,,,1.0,2.0,ANSIN MOTO CO.                           
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-07-25,売上,339420.0,,,1.0,1.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-09-08,売上,342714.0,,,1.0,0.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-11-11,仕入,30252.0,6802.0,6.0,,6.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-11-15,売上,348878.0,,,1.0,,ﾅｯﾌﾟｽ 広島店                             14
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-11-18,売上,349235.0,,,1.0,3.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2022-12-25,売上,351784.0,,,1.0,1.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-02-16,仕入,30967.0,5925.0,3.0,,4.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-04-09,売上,358964.0,,,1.0,1.0,いちげん                                 
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-04-14,仕入,31451.0,6085.0,3.0,,4.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-06-20,仕入,31937.0,6378.0,3.0,,5.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-07-27,売上,366263.0,,,1.0,4.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-08-28,仕入,32394.0,6711.0,3.0,,7.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-09-17,売上,369291.0,,,1.0,6.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-11-01,仕入,32716.0,6915.0,7.0,,13.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-11-28,売上,374141.0,,,1.0,11.0,PAPAMOTO                                 
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-12-05,売上,374582.0,,,1.0,10.0,ﾅｯﾌﾟｽ 浜松店                             16
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2023-12-13,売上,375092.0,,,-1.0,11.0,ﾅｯﾌﾟｽ 浜松店                             16
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2024-02-05,売上,377547.0,,,1.0,10.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2024-09-13,売上,391573.0,,,1.0,9.0,いちげん                                 
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2024-10-21,売上,394073.0,,,1.0,8.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2024-11-27,売上,396922.0,,,1.0,7.0,274 水戸2りんかん                        株式会社2りんかんｲｴﾛｰﾊｯﾄ
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2024-12-13,売上,398173.0,,,1.0,6.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-01-02,売上,399539.0,,,1.0,5.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-01-17,売上,400668.0,,,1.0,4.0,いちげん                                 
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-02-07,売上,401796.0,,,1.0,3.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-05-09,売上,408666.0,,,1.0,1.0,デグナー京都本店                         
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-05-20,仕入,35896.0,6727.0,3.0,,4.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-06-18,売上,411835.0,,,1.0,3.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-07-18,売上,414228.0,,,1.0,2.0,いちげん                                 
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-09-12,売上,418195.0,,,1.0,1.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2025-10-14,売上,420973.0,,,1.0,0.0,いちげん                                 
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2026-01-28,仕入,37562.0,7424.0,3.0,,3.0,IHSAN                                    
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2026-01-30,売上,428826.0,,,1.0,2.0,株式会社 ﾜｲ･ｹｲ商事                       
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2026-02-02,売上,429036.0,,,1.0,,ﾊｰﾚｰｶｽﾀﾏｰｼﾞｬﾊﾟﾝ                          ｳﾞｪｱﾘｱｽﾏｰｹﾃｨﾝｸﾞ株式会社
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2026-02-02,売上,429046.0,,,1.0,0.0,ﾗｲｺﾗﾝﾄﾞ 新潟店                           2031 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2026-03-26,売上,432617.0,,,-1.0,1.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093630,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK M 風神雷神BE,,,2026-03-31,仕入,37853.0,6727.0,5.0,,6.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2021-03-03,仕入,25240.0,5276.0,3.0,,3.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2021-06-13,売上,305292.0,,,1.0,2.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2021-09-14,仕入,26669.0,4995.0,5.0,,7.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2021-10-15,売上,314020.0,,,1.0,6.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2021-10-27,売上,315283.0,,,1.0,5.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2021-10-28,売上,315383.0,,,1.0,4.0,株式会社ﾘﾊﾞｰｸﾚｲﾝ                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2021-11-15,売上,317176.0,,,1.0,3.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2021-12-26,売上,320441.0,,,1.0,1.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-02-08,売上,323921.0,,,1.0,0.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-05-20,仕入,28816.0,5838.0,8.0,,8.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-05-27,売上,334141.0,,,1.0,,南海部品 小山店                          3003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-05-27,売上,334146.0,,,1.0,,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-09-21,売上,343856.0,,,1.0,3.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-10-05,売上,345011.0,,,1.0,2.0,ﾅｯﾌﾟｽ 広島店                             14
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-10-26,売上,347099.0,,,1.0,0.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-11-11,仕入,30251.0,6802.0,6.0,,,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-11-11,仕入,30252.0,6802.0,4.0,,10.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-12-12,売上,350781.0,,,1.0,8.0,南海部品 太田店                          3007 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2022-12-26,売上,351846.0,,,1.0,7.0,株式会社 ﾓﾉﾀﾞｲﾚｸﾄ                        
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-01-05,売上,352282.0,,,1.0,6.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-01-09,売上,352441.0,,,1.0,5.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-04-04,売上,358562.0,,,1.0,2.0,SEED 岡崎店SPROUT                        2051 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-04-14,仕入,31451.0,6085.0,5.0,,7.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-05-19,売上,361862.0,,,1.0,6.0,ﾅｯﾌﾟｽ 広島店                             14
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-08-28,仕入,32394.0,6711.0,11.0,,17.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-09-26,売上,369965.0,,,1.0,16.0,ﾏﾙﾃｨ 出雲店                              
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-09-29,売上,369705.0,,,1.0,15.0,ﾅｯﾌﾟｽ 岡山店                             20
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-10-11,売上,370984.0,,,1.0,14.0,ﾅｯﾌﾟｽ 仙台泉ｲﾝﾀｰ店                       19
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-10-16,売上,371315.0,,,1.0,13.0,ﾅｯﾌﾟｽ 福岡店                             18
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-11-13,売上,373173.0,,,1.0,12.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-11-24,売上,373872.0,,,1.0,,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-12-15,売上,375222.0,,,1.0,9.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2023-12-25,売上,375795.0,,,1.0,8.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-01-15,売上,376689.0,,,-1.0,9.0,ﾅｯﾌﾟｽ 岡山店                             20
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-02-02,売上,377545.0,,,1.0,8.0,ﾅｯﾌﾟｽ 広島店                             14
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-02-05,売上,377547.0,,,1.0,7.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-03-06,仕入,33379.0,6926.0,4.0,,11.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-04-09,売上,381281.0,,,1.0,10.0,ﾅｯﾌﾟｽ 仙台泉ｲﾝﾀｰ店                       19
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-04-17,売上,381866.0,,,1.0,9.0,ﾅｯﾌﾟｽ 足立店                             10
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-05-07,売上,383202.0,,,1.0,8.0,ﾅｯﾌﾟｽ 仙台泉ｲﾝﾀｰ店                       19
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-06-14,仕入,33934.0,7182.0,3.0,,11.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-06-17,売上,386031.0,,,1.0,10.0,ﾅｯﾌﾟｽ 仙台泉ｲﾝﾀｰ店                       19
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-07-08,売上,387471.0,,,1.0,9.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-09-27,売上,392411.0,,,1.0,8.0,株式会社 ｻｲｸﾙﾜｰﾙﾄﾞ神戸本店               
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-10-15,売上,393586.0,,,1.0,7.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-10-21,売上,394076.0,,,1.0,6.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-11-11,売上,395640.0,,,1.0,5.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-11-16,売上,396056.0,,,1.0,4.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-11-27,売上,396973.0,,,1.0,3.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2024-12-28,仕入,35009.0,7227.0,4.0,,6.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-02-05,仕入,35147.0,7213.0,2.0,,8.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-03-03,売上,403122.0,,,1.0,7.0,株式会社 ｻｲｸﾙﾜｰﾙﾄﾞ神戸本店               
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-03-24,仕入,35458.0,7074.0,1.0,,7.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-04-04,売上,405805.0,,,1.0,6.0,販売店様ｲﾍﾞﾝﾄ                            
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-04-08,売上,406078.0,,,1.0,5.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-04-10,売上,406233.0,,,1.0,4.0,株式会社 ｻｲｸﾙﾜｰﾙﾄﾞ神戸本店               
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-04-23,売上,407200.0,,,1.0,,ﾗｲｺﾗﾝﾄﾞ 新潟店                           2031 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-04-23,売上,407204.0,,,1.0,2.0,ﾗｲｺﾗﾝﾄﾞ 新潟店                           2031 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-05-07,売上,408452.0,,,1.0,1.0,ﾅｯﾌﾟｽ 仙台泉ｲﾝﾀｰ店                       19
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-05-13,売上,408971.0,,,1.0,0.0,株式会社 ﾓﾉﾀﾞｲﾚｸﾄ                        
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-05-20,仕入,35896.0,6727.0,5.0,,5.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-07-24,売上,414699.0,,,1.0,4.0,南海部品 太田店                          3007 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-08-04,売上,415360.0,,,1.0,3.0,南海部品 小山店                          3003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-08-26,仕入,36612.0,6990.0,5.0,,8.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-08-29,売上,416952.0,,,1.0,7.0,ﾅｯﾌﾟｽ ﾍﾞｲｻｲﾄﾞ幸浦店                      15
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-09-26,売上,419480.0,,,1.0,6.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-10-01,売上,419815.0,,,1.0,5.0,ﾅｯﾌﾟｽ 仙台泉ｲﾝﾀｰ店                       19
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-10-05,売上,420128.0,,,1.0,,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-10-05,売上,420144.0,,,1.0,3.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-10-21,売上,421574.0,,,1.0,2.0,ﾅｯﾌﾟｽ ﾍﾞｲｻｲﾄﾞ幸浦店                      15
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2025-12-28,売上,426898.0,,,1.0,0.0,デグナー京都本店                         
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2026-01-28,仕入,37562.0,7424.0,3.0,,3.0,IHSAN                                    
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2026-02-04,売上,429159.0,,,1.0,1.0,いちげん                                 
0,共通倉庫,10,4524486093647,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK L 風神雷神BE,,,2026-03-26,売上,432617.0,,,-1.0,2.0,ﾗｲｺﾗﾝﾄﾞ TokyoBay東雲店                   2003 株式会社 ｺｼﾀﾞﾃｯｸ
0,共通倉庫,10,4524486093654,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK XL 風神雷神BE,,,2021-03-03,仕入,25240.0,5276.0,2.0,,2.0,IHSAN                                    
0,共通倉庫,10,4524486093654,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK XL 風神雷神BE,,,2021-04-04,売上,299823.0,,,1.0,1.0,デグナー京都本店                         
0,共通倉庫,10,4524486093654,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK XL 風神雷神BE,,,2021-05-05,売上,302185.0,,,1.0,0.0,デグナー京都本店                         
0,共通倉庫,10,4524486093654,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK XL 風神雷神BE,,,2021-09-14,仕入,26669.0,4995.0,6.0,,6.0,IHSAN                                    
0,共通倉庫,10,4524486093654,21SJ-14K ﾚｻﾞｰｼﾞｬｹｯﾄ BK XL 風神雷神BE,,,2021-11-24,売上,317722.0,,,1.0,5.0,株式会社ﾘﾊﾞｰｸﾚｲﾝ                         
